respondent_id,annual_salary_usd,salary_change_yoy_pct,job_satisfaction_score,career_growth_outlook,ai_job_replacement_fear,job_search_status,received_ai_related_promotion,work_life_balance_score,burnout_level
R06840,50000.0,-2.0,3,Negative,Neutral,Not looking,No,4,Severe
R06841,40600.0,-9.0,3,Positive,Unlikely,Not looking,Yes,3,Mild
R06842,93600.0,1.5,2,Positive,Very unlikely,Not looking,No,4,Severe
R06843,87700.0,10.6,5,Very negative,Neutral,Open to offers,No,2,Mild
R06844,34900.0,9.4,5,Positive,Somewhat likely,Not looking,No,3,None
R06845,19100.0,3.4,5,Negative,Neutral,Open to offers,Yes,5,Moderate
R06846,29100.0,6.3,3,Positive,Unlikely,Not looking,Yes,4,Mild
R06847,15300.0,-0.6,4,Very positive,Unlikely,Open to offers,Yes,3,Mild
R06848,113300.0,3.8,4,Positive,Somewhat likely,Not looking,No,3,Moderate
R06849,173600.0,-9.0,4,Neutral,Very unlikely,Actively looking,No,5,Mild
R06850,176900.0,-5.3,3,Positive,Somewhat likely,Not looking,No,3,Mild
R06851,188500.0,7.9,4,Negative,Somewhat likely,Open to offers,No,2,Mild
R06852,148100.0,18.3,4,Neutral,Somewhat likely,Not looking,No,5,Moderate
R06853,212800.0,5.9,4,Neutral,Very likely,Not looking,No,2,Moderate
R06854,94300.0,6.7,5,Positive,Neutral,Recently changed,No,4,Moderate
R06855,53500.0,6.9,5,Positive,Very unlikely,Not looking,Yes,5,Mild
R06856,257500.0,-19.2,4,Very positive,Very likely,Not looking,Yes,5,Moderate
R06857,23400.0,6.0,4,Negative,Neutral,Open to offers,Yes,1,Mild
R06858,48700.0,10.9,3,Negative,Neutral,Recently changed,No,3,Moderate
R06859,117400.0,15.5,4,Positive,Somewhat likely,Not looking,No,4,Severe
R06860,203400.0,5.5,1,Neutral,Neutral,Open to offers,No,5,Mild
R06861,173200.0,14.8,5,Very positive,Somewhat likely,Open to offers,No,5,Moderate
R06862,99100.0,24.1,1,Negative,Neutral,Not looking,No,4,Moderate
R06863,120300.0,-5.7,4,Very positive,Neutral,Recently changed,No,3,Moderate
R06864,52500.0,1.3,3,Positive,Unlikely,Open to offers,No,4,Moderate
R06865,175100.0,-11.7,2,Very positive,Somewhat likely,Not looking,No,1,None
R06866,169700.0,7.9,5,Positive,Very likely,Not looking,No,3,Mild
R06867,181800.0,-4.4,5,Very negative,Neutral,Open to offers,Yes,3,Moderate
R06868,34700.0,5.7,4,Neutral,Unlikely,Not looking,Yes,4,Moderate
R06869,181900.0,7.0,4,Neutral,Somewhat likely,Not looking,No,4,None
R06870,48200.0,2.6,5,Positive,Neutral,Open to offers,No,4,Mild
R06871,231400.0,10.2,4,Positive,Neutral,Recently changed,No,4,None
R06872,184700.0,11.9,3,Neutral,Neutral,Not looking,No,2,Mild
R06873,133700.0,17.3,3,Positive,Unlikely,Not looking,No,2,Mild
R06874,168900.0,2.2,4,Neutral,Very unlikely,Not looking,No,3,Mild
R06875,39900.0,0.5,4,Neutral,Unlikely,Actively looking,No,4,Severe
R06876,139900.0,6.7,4,Neutral,Somewhat likely,Recently changed,No,2,Mild
R06877,46500.0,-1.3,3,Very positive,Somewhat likely,Actively looking,No,5,None
R06878,88700.0,-9.5,5,Positive,Unlikely,Actively looking,No,2,Severe
R06879,162400.0,4.2,4,Neutral,Unlikely,Not looking,Yes,3,Severe
R06880,136400.0,-2.0,3,Positive,Unlikely,Not looking,Yes,2,Severe
R06881,74700.0,0.8,5,Neutral,Unlikely,Not looking,No,2,Moderate
R06882,223400.0,9.4,4,Positive,Very likely,Open to offers,No,3,Moderate
R06883,39400.0,-2.8,5,Very positive,Unlikely,Not looking,No,3,None
R06884,36900.0,-9.0,3,Positive,Unlikely,Not looking,Yes,3,Mild
R06885,190800.0,3.4,4,Very positive,Somewhat likely,Not looking,No,4,None
R06886,212200.0,-1.6,5,Positive,Very likely,Open to offers,Yes,4,Moderate
R06887,147700.0,2.7,1,Positive,Neutral,Open to offers,No,5,Mild
R06888,279600.0,3.2,3,Negative,Somewhat likely,Not looking,No,1,Moderate
R06889,121000.0,14.4,5,Negative,Neutral,Open to offers,No,3,None
R06890,23700.0,16.0,5,Positive,Unlikely,Actively looking,No,4,Severe
R06891,138800.0,1.0,4,Positive,Unlikely,Open to offers,No,4,Mild
R06892,97400.0,8.9,4,Neutral,Unlikely,Open to offers,No,5,Severe
R06893,260100.0,6.8,4,Very positive,Somewhat likely,Actively looking,Yes,4,None
R06894,33800.0,13.9,3,Neutral,Neutral,Recently changed,No,4,Severe
R06895,83600.0,5.6,3,Very negative,Unlikely,Not looking,No,3,Moderate
R06896,37200.0,4.5,4,Neutral,Neutral,Actively looking,No,2,Moderate
R06897,53000.0,11.9,3,Very positive,Unlikely,Open to offers,Yes,1,Moderate
R06898,241800.0,7.2,4,Positive,Unlikely,Actively looking,Yes,3,None
R06899,107600.0,2.9,3,Neutral,Neutral,Not looking,Yes,3,Moderate
R06900,152700.0,-8.3,5,Very positive,Very unlikely,Actively looking,No,3,None
R06901,98300.0,8.5,5,Neutral,Somewhat likely,Not looking,No,4,Moderate
R06902,29600.0,12.1,3,Very positive,Neutral,Not looking,Yes,2,Severe
R06903,76600.0,-2.2,3,Neutral,Somewhat likely,Not looking,No,1,Moderate
R06904,129800.0,17.2,2,Neutral,Very likely,Not looking,No,3,Severe
R06905,59000.0,7.0,4,Very positive,Neutral,Not looking,No,4,None
R06906,120200.0,12.5,4,Positive,Unlikely,Open to offers,Yes,3,Moderate
R06907,172700.0,1.8,5,Positive,Unlikely,Not looking,No,2,None
R06908,60400.0,4.6,4,Neutral,Unlikely,Open to offers,No,2,Moderate
R06909,111400.0,-1.4,3,Very positive,Somewhat likely,Open to offers,Yes,4,Moderate
R06910,53700.0,20.9,3,Very negative,Neutral,Not looking,Yes,4,Mild
R06911,68400.0,9.2,3,Negative,Very likely,Not looking,No,5,None
R06912,115600.0,17.8,5,Negative,Very likely,Not looking,No,1,Moderate
R06913,68100.0,20.3,4,Positive,Unlikely,Recently changed,Yes,3,None
R06914,113300.0,-0.5,5,Neutral,Very unlikely,Recently changed,No,5,None
R06915,319500.0,7.0,3,Neutral,Very likely,Not looking,Yes,3,None
R06916,206500.0,18.7,3,Positive,Unlikely,Actively looking,No,4,Severe
R06917,158500.0,6.8,4,Negative,Neutral,Not looking,Yes,4,Mild
R06918,257600.0,12.4,3,Positive,Neutral,Not looking,No,3,Mild
R06919,334600.0,7.1,5,Neutral,Somewhat likely,Not looking,No,4,Moderate
R06920,151600.0,15.9,3,Very positive,Neutral,Open to offers,No,2,Mild
R06921,46700.0,8.0,3,Neutral,Neutral,Not looking,No,4,None
R06922,195400.0,-4.6,3,Very positive,Neutral,Not looking,Yes,3,Severe
R06923,166400.0,16.1,3,Very negative,Somewhat likely,Open to offers,Yes,3,Mild
R06924,249300.0,-8.0,5,Neutral,Somewhat likely,Open to offers,No,4,Moderate
R06925,112100.0,8.8,5,Very positive,Unlikely,Open to offers,No,4,Mild
R06926,36700.0,8.2,5,Neutral,Unlikely,Recently changed,No,3,Severe
R06927,252200.0,-11.7,4,Neutral,Somewhat likely,Recently changed,No,4,Severe
R06928,32900.0,8.1,3,Neutral,Very likely,Not looking,No,4,None
R06929,84300.0,-4.6,4,Positive,Somewhat likely,Not looking,No,3,Mild
R06930,17100.0,-10.6,2,Very positive,Neutral,Actively looking,No,3,Severe
R06931,67500.0,1.7,4,Neutral,Somewhat likely,Open to offers,No,4,Severe
R06932,71900.0,12.2,4,Neutral,Very unlikely,Open to offers,Yes,3,None
R06933,40000.0,-1.5,5,Very positive,Neutral,Not looking,No,4,Moderate
R06934,39500.0,2.5,4,Neutral,Very unlikely,Open to offers,No,4,Mild
R06935,34200.0,11.7,3,Positive,Very unlikely,Not looking,Yes,3,Moderate
R06936,209200.0,-6.7,4,Negative,Neutral,Open to offers,No,4,Mild
R06937,22300.0,19.0,4,Positive,Neutral,Not looking,No,4,Moderate
R06938,26500.0,5.3,4,Very negative,Somewhat likely,Not looking,No,4,Moderate
R06939,187700.0,-0.7,2,Positive,Neutral,Not looking,No,4,Severe
R06940,127200.0,-6.5,4,Negative,Neutral,Open to offers,No,4,Severe
R06941,35200.0,4.5,3,Positive,Unlikely,Not looking,No,4,Moderate
R06942,154500.0,3.5,4,Positive,Very unlikely,Open to offers,Yes,5,Mild
R06943,134600.0,9.3,3,Positive,Neutral,Open to offers,No,4,Mild
R06944,234800.0,5.2,4,Positive,Neutral,Open to offers,No,5,Severe
R06945,86200.0,21.2,3,Neutral,Unlikely,Actively looking,No,2,Mild
R06946,80700.0,11.7,5,Positive,Very unlikely,Not looking,No,2,None
R06947,58400.0,6.1,5,Negative,Very unlikely,Not looking,No,4,Mild
R06948,165800.0,2.6,5,Very negative,Somewhat likely,Not looking,No,4,Mild
R06949,160000.0,2.8,4,Very positive,Unlikely,Actively looking,Yes,3,Moderate
R06950,69700.0,6.0,4,Negative,Neutral,Not looking,Yes,5,Mild
R06951,39000.0,5.2,4,Positive,Very unlikely,Open to offers,No,4,Mild
R06952,115200.0,15.6,2,Negative,Unlikely,Actively looking,No,2,Moderate
R06953,148900.0,17.7,3,Negative,Neutral,Not looking,No,4,Moderate
R06954,188500.0,19.2,4,Positive,Very unlikely,Not looking,No,4,Mild
R06955,123300.0,8.2,4,Neutral,Neutral,Open to offers,No,4,Mild
R06956,58000.0,14.0,5,Very positive,Neutral,Not looking,No,5,Moderate
R06957,97000.0,-10.5,5,Neutral,Unlikely,Not looking,Yes,4,None
R06958,344400.0,6.0,5,Positive,Unlikely,Not looking,No,4,Moderate
R06959,264400.0,-0.7,4,Positive,Neutral,Open to offers,No,3,Mild
R06960,165600.0,6.9,3,Neutral,Unlikely,Not looking,No,2,Mild
R06961,227000.0,-5.2,3,Neutral,Very likely,Open to offers,No,3,Moderate
R06962,82800.0,2.1,4,Positive,Neutral,Open to offers,No,4,Mild
R06963,212600.0,2.0,3,Very positive,Very likely,Not looking,No,3,Mild
R06964,31200.0,12.7,3,Very positive,Neutral,Open to offers,No,3,Mild
R06965,209400.0,-10.3,5,Very positive,Very unlikely,Actively looking,No,2,Severe
R06966,13800.0,8.5,4,Very negative,Neutral,Actively looking,No,3,Moderate
R06967,173300.0,9.3,4,Positive,Unlikely,Actively looking,No,2,None
R06968,5000.0,14.9,4,Neutral,Very unlikely,Open to offers,No,3,Mild
R06969,156600.0,-2.5,3,Positive,Very likely,Open to offers,No,3,Severe
R06970,81700.0,6.2,5,Neutral,Unlikely,Not looking,Yes,3,Mild
R06971,179300.0,-3.8,3,Negative,Very unlikely,Not looking,No,4,Severe
R06972,26300.0,5.9,5,Very positive,Neutral,Recently changed,No,4,Moderate
R06973,244300.0,16.6,4,Very negative,Somewhat likely,Not looking,No,1,Mild
R06974,98900.0,10.2,4,Positive,Somewhat likely,Not looking,No,4,Severe
R06975,55300.0,14.2,3,Very negative,Very unlikely,Recently changed,No,4,Mild
R06976,121500.0,-1.1,5,Neutral,Neutral,Actively looking,No,4,Mild
R06977,40800.0,3.7,5,Very negative,Unlikely,Not looking,No,2,Mild
R06978,181600.0,-1.3,3,Very negative,Somewhat likely,Not looking,No,4,Mild
R06979,365800.0,-0.8,1,Positive,Very likely,Not looking,No,5,None
R06980,303700.0,2.6,3,Positive,Somewhat likely,Open to offers,No,4,Mild
R06981,96700.0,7.0,3,Positive,Somewhat likely,Open to offers,No,5,Severe
R06982,111900.0,9.4,4,Neutral,Very unlikely,Open to offers,Yes,3,Moderate
R06983,86200.0,3.5,3,Very positive,Unlikely,Recently changed,No,2,Severe
R06984,38100.0,10.7,5,Very negative,Somewhat likely,Not looking,No,3,Mild
R06985,59700.0,-1.7,4,Negative,Somewhat likely,Open to offers,No,3,None
R06986,141600.0,22.3,3,Positive,Neutral,Not looking,No,2,Mild
R06987,28200.0,9.6,1,Negative,Unlikely,Not looking,No,3,Mild
R06988,227800.0,12.2,4,Positive,Somewhat likely,Recently changed,No,2,Mild
R06989,33300.0,3.0,3,Positive,Very unlikely,Open to offers,No,3,Mild
R06990,88300.0,15.6,2,Negative,Very unlikely,Open to offers,No,4,Mild
R06991,126700.0,9.3,3,Neutral,Very unlikely,Not looking,Yes,5,Severe
R06992,16700.0,-0.1,5,Very negative,Neutral,Open to offers,No,4,Mild
R06993,64700.0,3.4,4,Positive,Unlikely,Not looking,Yes,2,None
R06994,165400.0,4.3,3,Very positive,Neutral,Not looking,No,3,None
R06995,206100.0,20.0,4,Very positive,Somewhat likely,Not looking,Yes,3,Mild
R06996,257900.0,2.5,2,Very positive,Very unlikely,Not looking,No,1,Mild
R06997,51200.0,2.3,3,Negative,Somewhat likely,Not looking,No,5,Mild
R06998,40700.0,-11.4,1,Positive,Unlikely,Recently changed,No,4,Mild
R06999,44200.0,11.7,3,Negative,Neutral,Open to offers,No,4,Moderate
R07000,99900.0,3.4,4,Positive,Unlikely,Actively looking,No,2,Mild
R07001,49900.0,8.7,3,Neutral,Unlikely,Not looking,No,2,Mild
R07002,81900.0,15.8,3,Positive,Unlikely,Open to offers,Yes,4,Mild
R07003,31500.0,0.1,4,Positive,Very unlikely,Not looking,No,4,None
R07004,14600.0,2.3,3,Neutral,Neutral,Not looking,Yes,2,Mild
R07005,165900.0,13.4,5,Negative,Neutral,Open to offers,No,5,Moderate
R07006,18400.0,-10.9,4,Very positive,Neutral,Actively looking,Yes,5,Moderate
R07007,26600.0,3.2,5,Positive,Neutral,Actively looking,No,2,Mild
R07008,30800.0,7.8,5,Neutral,Unlikely,Recently changed,Yes,3,Mild
R07009,32800.0,10.5,4,Positive,Somewhat likely,Not looking,No,5,None
R07010,50800.0,22.0,5,Negative,Unlikely,Not looking,No,5,Mild
R07011,18000.0,10.7,4,Positive,Neutral,Not looking,Yes,4,Moderate
R07012,49800.0,1.3,5,Very positive,Very unlikely,Not looking,No,4,Mild
R07013,72500.0,-2.9,5,Neutral,Somewhat likely,Recently changed,No,5,Severe
R07014,79400.0,3.0,5,Positive,Very unlikely,Recently changed,No,3,Mild
R07015,77400.0,-6.5,2,Neutral,Neutral,Recently changed,No,5,None
R07016,192400.0,22.3,5,Positive,Somewhat likely,Not looking,Yes,1,Moderate
R07017,86300.0,7.5,4,Very positive,Unlikely,Not looking,No,3,Moderate
R07018,192000.0,21.7,3,Neutral,Unlikely,Not looking,No,2,Mild
R07019,153700.0,1.8,5,Very positive,Very likely,Open to offers,No,3,None
R07020,170300.0,3.2,3,Negative,Unlikely,Recently changed,No,1,Mild
R07021,285200.0,17.1,2,Negative,Somewhat likely,Open to offers,No,3,None
R07022,51700.0,10.6,4,Negative,Very likely,Open to offers,No,4,Moderate
R07023,172400.0,0.6,4,Negative,Unlikely,Actively looking,No,4,Mild
R07024,182400.0,3.1,3,Neutral,Somewhat likely,Actively looking,No,2,None
R07025,52800.0,4.1,3,Very positive,Unlikely,Recently changed,No,1,Moderate
R07026,26800.0,14.4,1,Positive,Neutral,Open to offers,No,3,Severe
R07027,106700.0,-14.2,3,Neutral,Somewhat likely,Open to offers,No,3,Severe
R07028,225900.0,4.1,4,Neutral,Unlikely,Open to offers,No,2,Mild
R07029,165700.0,-2.6,1,Positive,Neutral,Not looking,No,2,Severe
R07030,236500.0,8.8,5,Neutral,Very likely,Actively looking,No,5,Severe
R07031,88600.0,-3.1,1,Very positive,Neutral,Recently changed,No,4,Mild
R07032,158800.0,0.0,4,Neutral,Neutral,Not looking,No,3,Moderate
R07033,13000.0,1.0,3,Negative,Somewhat likely,Not looking,No,1,Mild
R07034,74300.0,1.7,1,Very positive,Neutral,Not looking,Yes,3,None
R07035,71000.0,0.2,4,Positive,Unlikely,Open to offers,Yes,3,Mild
R07036,51700.0,11.6,3,Negative,Somewhat likely,Not looking,No,3,Moderate
R07037,30900.0,12.1,5,Neutral,Very likely,Actively looking,No,1,Moderate
R07038,99400.0,21.6,1,Very positive,Neutral,Open to offers,No,3,Severe
R07039,29700.0,2.6,4,Very positive,Very unlikely,Not looking,No,5,Mild
R07040,205200.0,3.6,5,Positive,Very unlikely,Open to offers,No,3,Moderate
R07041,190500.0,-3.3,3,Negative,Neutral,Not looking,No,3,Mild
R07042,138500.0,1.3,3,Neutral,Unlikely,Actively looking,No,3,Moderate
R07043,44100.0,5.9,1,Positive,Very likely,Not looking,Yes,4,Mild
R07044,19500.0,4.1,5,Neutral,Neutral,Actively looking,No,4,None
R07045,259600.0,-8.0,5,Neutral,Unlikely,Recently changed,No,3,Severe
R07046,105800.0,7.0,4,Positive,Very likely,Actively looking,Yes,3,Moderate
R07047,43000.0,-8.9,4,Positive,Neutral,Not looking,No,3,Moderate
R07048,221400.0,23.4,2,Negative,Neutral,Not looking,No,5,None
R07049,50200.0,13.7,4,Negative,Neutral,Not looking,Yes,5,None
R07050,166000.0,-2.0,4,Positive,Neutral,Not looking,Yes,2,Mild
R07051,47400.0,-2.0,3,Neutral,Very unlikely,Actively looking,No,3,Moderate
R07052,234300.0,-11.6,4,Very negative,Very unlikely,Recently changed,No,5,None
R07053,214400.0,-2.0,4,Neutral,Unlikely,Not looking,No,2,Moderate
R07054,142100.0,7.3,4,Very negative,Unlikely,Recently changed,No,3,Mild
R07055,79600.0,1.8,2,Positive,Very unlikely,Actively looking,No,4,Moderate
R07056,103000.0,12.0,3,Positive,Neutral,Not looking,Yes,1,Moderate
R07057,122600.0,7.9,4,Very positive,Neutral,Not looking,Yes,1,Mild
R07058,170500.0,8.2,3,Positive,Very unlikely,Actively looking,Yes,4,Mild
R07059,282400.0,12.4,5,Neutral,Somewhat likely,Open to offers,No,3,Mild
R07060,51800.0,11.1,3,Neutral,Unlikely,Not looking,No,5,Mild
R07061,70700.0,-0.7,3,Positive,Very unlikely,Not looking,No,3,None
R07062,116300.0,18.1,5,Negative,Very unlikely,Not looking,No,3,None
R07063,204600.0,14.4,5,Positive,Neutral,Not looking,Yes,3,None
R07064,118500.0,13.6,5,Negative,Neutral,Not looking,No,3,Severe
R07065,153600.0,11.4,2,Negative,Neutral,Open to offers,No,4,Moderate
R07066,22700.0,2.4,5,Positive,Neutral,Open to offers,Yes,1,Moderate
R07067,120000.0,-1.8,4,Positive,Somewhat likely,Actively looking,No,5,Moderate
R07068,304500.0,0.5,3,Positive,Unlikely,Recently changed,No,5,Severe
R07069,44900.0,-2.8,2,Positive,Unlikely,Actively looking,No,2,Mild
R07070,5000.0,7.6,3,Neutral,Neutral,Not looking,Yes,5,Mild
R07071,22900.0,-1.8,3,Neutral,Somewhat likely,Open to offers,No,4,None
R07072,53300.0,5.5,5,Positive,Neutral,Not looking,No,4,Mild
R07073,19200.0,20.7,5,Positive,Neutral,Not looking,No,3,Severe
R07074,83400.0,24.2,5,Positive,Unlikely,Open to offers,Yes,4,Severe
R07075,5000.0,4.4,4,Positive,Very unlikely,Recently changed,Yes,4,Mild
R07076,135200.0,-1.2,5,Neutral,Neutral,Not looking,No,3,Moderate
R07077,90500.0,-7.9,4,Very positive,Unlikely,Open to offers,No,5,Severe
R07078,297400.0,3.2,4,Positive,Very unlikely,Not looking,No,5,Mild
R07079,51100.0,4.8,5,Very negative,Very unlikely,Not looking,No,2,Severe
R07080,149000.0,-2.5,5,Positive,Somewhat likely,Recently changed,No,3,Mild
R07081,136700.0,-6.2,3,Very negative,Very unlikely,Open to offers,No,4,Severe
R07082,50700.0,10.3,4,Very negative,Neutral,Not looking,No,4,Moderate
R07083,247200.0,-1.3,2,Negative,Very unlikely,Open to offers,No,3,Moderate
R07084,48700.0,-6.4,3,Positive,Neutral,Recently changed,No,3,Severe
R07085,74200.0,18.4,4,Very positive,Neutral,Not looking,No,5,Moderate
R07086,166200.0,15.7,3,Very negative,Neutral,Not looking,No,3,Moderate
R07087,55800.0,0.9,4,Neutral,Neutral,Recently changed,No,4,None
R07088,22000.0,-6.9,4,Negative,Neutral,Not looking,No,4,Moderate
R07089,28100.0,-0.5,4,Positive,Neutral,Open to offers,No,5,Mild
R07090,218800.0,0.2,2,Positive,Unlikely,Open to offers,No,1,Moderate
R07091,219400.0,11.9,1,Positive,Very unlikely,Not looking,No,5,Moderate
R07092,251500.0,13.9,4,Neutral,Neutral,Open to offers,Yes,2,Moderate
R07093,40200.0,3.0,5,Negative,Somewhat likely,Actively looking,Yes,5,Mild
R07094,273500.0,-4.5,4,Neutral,Very likely,Recently changed,No,3,Mild
R07095,227000.0,6.0,3,Very positive,Neutral,Not looking,No,4,Moderate
R07096,40000.0,-0.7,4,Negative,Neutral,Not looking,No,3,None
R07097,146100.0,10.2,3,Neutral,Neutral,Not looking,No,2,Mild
R07098,37700.0,3.8,4,Very positive,Neutral,Open to offers,No,3,None
R07099,71100.0,1.1,2,Neutral,Neutral,Not looking,No,3,Severe
R07100,28600.0,1.1,5,Very negative,Very likely,Open to offers,No,3,None
R07101,73500.0,-6.2,5,Positive,Neutral,Not looking,Yes,4,Mild
R07102,41000.0,4.7,5,Neutral,Very likely,Not looking,No,1,Mild
R07103,38700.0,-0.2,4,Neutral,Somewhat likely,Not looking,Yes,5,Mild
R07104,86500.0,10.0,4,Positive,Very unlikely,Recently changed,No,5,Mild
R07105,211400.0,8.2,4,Positive,Unlikely,Not looking,No,5,Mild
R07106,136200.0,17.6,1,Negative,Unlikely,Open to offers,No,1,Moderate
R07107,8700.0,1.2,2,Neutral,Neutral,Open to offers,No,3,None
R07108,212700.0,12.0,4,Very negative,Neutral,Open to offers,No,5,Moderate
R07109,141400.0,-4.3,5,Negative,Neutral,Open to offers,Yes,3,Mild
R07110,27600.0,10.3,3,Neutral,Neutral,Actively looking,No,4,None
R07111,49900.0,8.5,4,Neutral,Neutral,Not looking,No,5,Mild
R07112,121900.0,7.5,2,Neutral,Neutral,Not looking,No,2,Mild
R07113,170800.0,22.7,5,Positive,Unlikely,Not looking,No,3,Mild
R07114,63100.0,12.7,2,Neutral,Neutral,Not looking,Yes,4,Severe
R07115,59700.0,0.7,2,Neutral,Very likely,Not looking,No,3,Moderate
R07116,210400.0,5.8,5,Very negative,Very unlikely,Not looking,No,3,Mild
R07117,228700.0,5.2,5,Negative,Unlikely,Not looking,No,4,Severe
R07118,196500.0,13.1,3,Positive,Neutral,Open to offers,No,3,Moderate
R07119,120300.0,10.8,4,Neutral,Very unlikely,Recently changed,No,4,None
R07120,81100.0,7.3,4,Very positive,Very unlikely,Open to offers,Yes,3,Moderate
R07121,192200.0,15.1,3,Neutral,Very unlikely,Not looking,No,1,Mild
R07122,101100.0,-6.8,4,Negative,Very unlikely,Recently changed,No,4,None
R07123,37000.0,-8.0,5,Negative,Very likely,Not looking,No,4,None
R07124,34100.0,-2.2,1,Neutral,Very unlikely,Not looking,No,4,Severe
R07125,376300.0,7.7,4,Neutral,Neutral,Actively looking,No,3,Mild
R07126,30000.0,4.1,3,Negative,Unlikely,Actively looking,No,4,Mild
R07127,189800.0,12.1,3,Neutral,Unlikely,Not looking,No,3,Moderate
R07128,147400.0,-2.7,3,Neutral,Unlikely,Recently changed,No,5,Mild
R07129,179700.0,10.4,5,Positive,Neutral,Recently changed,Yes,5,Moderate
R07130,51900.0,1.6,2,Neutral,Somewhat likely,Open to offers,No,4,Mild
R07131,243700.0,4.8,3,Positive,Neutral,Recently changed,No,2,None
R07132,32300.0,1.8,3,Neutral,Very unlikely,Not looking,No,4,Moderate
R07133,157500.0,-4.3,5,Very positive,Unlikely,Open to offers,Yes,4,None
R07134,11700.0,25.9,5,Positive,Very unlikely,Open to offers,No,3,None
R07135,78700.0,12.4,4,Negative,Very unlikely,Recently changed,No,3,Moderate
R07136,42300.0,-3.0,3,Positive,Very likely,Open to offers,No,5,Moderate
R07137,164200.0,-1.4,4,Positive,Neutral,Not looking,No,3,None
R07138,5000.0,-2.1,4,Neutral,Neutral,Not looking,No,4,Moderate
R07139,31700.0,18.0,5,Positive,Unlikely,Open to offers,No,3,Severe
R07140,264100.0,10.8,5,Very positive,Neutral,Not looking,Yes,1,Mild
R07141,56600.0,-9.2,4,Very positive,Very unlikely,Open to offers,Yes,2,Mild
R07142,206100.0,-5.6,3,Very negative,Somewhat likely,Not looking,No,3,Moderate
R07143,172300.0,18.0,5,Neutral,Somewhat likely,Actively looking,No,2,None
R07144,54800.0,18.9,3,Neutral,Neutral,Not looking,Yes,3,Mild
R07145,52400.0,2.7,4,Positive,Unlikely,Open to offers,Yes,4,Severe
R07146,45000.0,7.5,5,Positive,Somewhat likely,Open to offers,No,1,Moderate
R07147,312400.0,11.3,5,Neutral,Neutral,Open to offers,No,3,Severe
