respondent_id,company_has_ai_policy,ai_bias_concern_level,data_privacy_concern_level,supports_ai_regulation,has_experienced_ai_misuse,trust_in_ai_decisions
R05783,Don't know,4,5,Agree,No,Very low
R05784,Yes - formal,5,4,Strongly agree,No,Moderate
R05785,Yes - formal,3,3,Disagree,Yes,Low
R05786,Don't know,3,2,Agree,No,Moderate
R05787,Yes - informal,5,4,Disagree,Yes,Moderate
R05788,No,5,4,Neutral,No,Moderate
R05789,No,4,4,Neutral,No,Very low
R05790,Yes - informal,1,5,Agree,No,Low
R05791,No,3,4,Agree,No,Moderate
R05792,Don't know,4,4,Agree,No,High
R05793,Yes - informal,5,1,Agree,No,High
R05794,No,3,5,Disagree,Unsure,Moderate
R05795,Don't know,4,5,Strongly agree,Unsure,Moderate
R05796,Don't know,2,4,Agree,No,Moderate
R05797,Don't know,5,2,Strongly agree,Unsure,Very low
R05798,No,3,4,Strongly agree,Yes,High
R05799,Yes - formal,4,5,Neutral,Unsure,Low
R05800,Don't know,4,4,Neutral,Unsure,Moderate
R05801,Yes - informal,4,3,Strongly disagree,No,Moderate
R05802,No,4,5,Agree,No,Moderate
R05803,No,4,2,Agree,Yes,High
R05804,Yes - formal,4,4,Neutral,Unsure,Moderate
R05805,No,2,4,Agree,No,Low
R05806,No,3,5,Neutral,Unsure,Moderate
R05807,Yes - informal,4,2,Agree,No,Moderate
R05808,Don't know,3,5,Agree,Unsure,Moderate
R05809,Yes - formal,5,4,Agree,Unsure,High
R05810,No,4,5,Agree,No,High
R05811,Yes - formal,3,4,Agree,No,Moderate
R05812,No,4,3,Agree,No,Low
R05813,Don't know,5,5,Neutral,No,Moderate
R05814,Don't know,4,5,Neutral,Yes,Moderate
R05815,No,3,5,Agree,Yes,High
R05816,No,3,1,Disagree,Unsure,Moderate
R05817,Yes - formal,4,5,Strongly agree,Yes,Moderate
R05818,Yes - formal,3,5,Agree,No,Low
R05819,Yes - informal,4,4,Strongly agree,No,Low
R05820,No,3,3,Strongly agree,Unsure,Moderate
R05821,Yes - formal,3,4,Agree,No,Moderate
R05822,Yes - informal,1,3,Agree,No,Moderate
R05823,No,5,4,Strongly disagree,No,High
R05824,Yes - informal,3,5,Neutral,No,High
R05825,No,5,4,Strongly disagree,Yes,Moderate
R05826,No,4,5,Strongly agree,Unsure,Moderate
R05827,No,1,5,Agree,Yes,Low
R05828,Yes - formal,4,4,Strongly agree,No,Moderate
R05829,Yes - informal,4,5,Neutral,No,Low
R05830,No,2,2,Strongly disagree,Unsure,High
R05831,Yes - informal,3,2,Agree,No,Low
R05832,Don't know,3,5,Agree,No,Moderate
R05833,Yes - formal,4,5,Disagree,No,Moderate
R05834,Yes - informal,1,5,Strongly agree,No,Low
R05835,No,5,2,Neutral,Yes,Low
R05836,Don't know,4,4,Agree,No,High
R05837,No,5,5,Strongly disagree,Yes,Low
R05838,Yes - formal,2,5,Strongly agree,Unsure,Low
R05839,No,1,3,Agree,No,High
R05840,Don't know,2,4,Disagree,No,High
R05841,Yes - formal,2,3,Neutral,No,High
R05842,Yes - formal,4,5,Neutral,Yes,High
R05843,Yes - informal,1,5,Agree,No,Moderate
R05844,No,2,4,Agree,No,Moderate
R05845,Don't know,3,5,Strongly agree,No,Moderate
R05846,Yes - formal,5,4,Agree,No,High
R05847,Yes - informal,2,4,Strongly agree,No,Low
R05848,Yes - informal,5,4,Agree,No,High
R05849,Don't know,3,3,Disagree,No,High
R05850,Yes - formal,5,3,Agree,Yes,Low
R05851,Don't know,3,5,Strongly agree,No,Moderate
R05852,Yes - informal,4,4,Neutral,No,Moderate
R05853,Yes - formal,5,4,Agree,Yes,High
R05854,Yes - informal,3,3,Strongly disagree,No,Low
R05855,No,5,5,Strongly agree,No,Moderate
R05856,No,4,5,Agree,Unsure,Moderate
R05857,No,5,4,Agree,No,High
R05858,Don't know,4,3,Disagree,No,Low
R05859,Yes - informal,4,3,Strongly agree,No,Low
R05860,Don't know,3,2,Disagree,No,Very low
R05861,Don't know,5,4,Disagree,Unsure,Moderate
R05862,No,3,3,Agree,Unsure,Moderate
R05863,Yes - informal,4,5,Agree,No,Very low
R05864,Don't know,2,3,Neutral,No,Very low
R05865,Yes - informal,3,5,Agree,No,Moderate
R05866,Yes - informal,5,4,Strongly agree,No,Moderate
R05867,Yes - informal,5,4,Neutral,No,High
R05868,Don't know,3,3,Agree,Yes,Moderate
R05869,No,5,3,Strongly agree,Unsure,Low
R05870,Yes - formal,3,5,Disagree,Yes,High
R05871,No,3,2,Neutral,No,Moderate
R05872,Yes - formal,1,3,Agree,Unsure,Very low
R05873,Yes - formal,2,5,Neutral,Unsure,Low
R05874,No,4,3,Strongly agree,No,Moderate
R05875,Yes - formal,5,4,Strongly disagree,No,Low
R05876,Yes - formal,2,3,Agree,Unsure,High
R05877,No,3,5,Strongly agree,No,Low
R05878,Don't know,3,3,Neutral,No,Moderate
R05879,Yes - formal,4,5,Strongly agree,No,Low
R05880,Don't know,1,1,Agree,No,Very low
R05881,Don't know,2,2,Strongly agree,No,Moderate
R05882,Don't know,4,1,Strongly agree,Unsure,High
R05883,Yes - formal,5,3,Neutral,No,Moderate
R05884,No,3,4,Strongly agree,Unsure,Moderate
R05885,No,2,3,Neutral,Unsure,Moderate
R05886,Don't know,4,4,Disagree,Unsure,Moderate
R05887,Don't know,3,3,Disagree,No,High
R05888,Yes - informal,3,5,Neutral,No,High
R05889,Don't know,5,3,Neutral,No,Low
R05890,Yes - formal,4,3,Strongly disagree,No,Moderate
R05891,Yes - formal,3,4,Agree,No,Moderate
R05892,Yes - formal,4,2,Agree,No,Low
R05893,Yes - informal,2,3,Agree,No,Moderate
R05894,Yes - formal,3,4,Agree,Yes,High
R05895,No,4,4,Neutral,No,Moderate
R05896,No,3,4,Agree,Unsure,Low
R05897,Yes - formal,4,5,Disagree,No,High
R05898,No,4,3,Neutral,Yes,Low
R05899,No,3,4,Agree,No,Low
R05900,Don't know,2,2,Disagree,Yes,Moderate
R05901,Yes - informal,4,3,Strongly agree,Yes,Moderate
R05902,Yes - informal,5,4,Neutral,No,Moderate
R05903,No,2,4,Strongly agree,No,Moderate
R05904,Don't know,2,3,Agree,No,Moderate
R05905,No,3,5,Disagree,No,High
R05906,Yes - formal,4,4,Agree,No,Low
R05907,No,2,5,Agree,No,Moderate
R05908,No,5,4,Strongly agree,Unsure,Moderate
R05909,Yes - formal,2,3,Disagree,No,Low
R05910,Don't know,4,5,Strongly disagree,No,Low
R05911,Yes - informal,4,4,Disagree,Unsure,Moderate
R05912,Yes - formal,5,4,Strongly disagree,No,Moderate
R05913,Yes - formal,4,5,Disagree,No,Moderate
R05914,No,3,4,Agree,No,Low
R05915,Yes - formal,3,5,Neutral,No,Low
R05916,Yes - formal,1,4,Strongly disagree,Yes,High
R05917,Yes - informal,3,5,Agree,Unsure,Moderate
R05918,Don't know,5,4,Strongly agree,No,Low
R05919,No,1,3,Neutral,No,Moderate
R05920,Don't know,4,4,Neutral,No,Very low
R05921,No,3,1,Agree,No,Moderate
R05922,No,4,4,Agree,Unsure,Very low
R05923,No,4,3,Neutral,No,Moderate
R05924,Don't know,1,5,Disagree,Unsure,Low
R05925,No,5,3,Strongly agree,Unsure,Moderate
R05926,Yes - informal,3,5,Agree,Unsure,Moderate
R05927,Don't know,1,5,Agree,Yes,Very low
R05928,Don't know,5,3,Disagree,Yes,Moderate
R05929,No,2,5,Strongly agree,No,High
R05930,Yes - informal,3,4,Agree,No,Moderate
R05931,Yes - formal,4,4,Neutral,No,Low
R05932,No,3,5,Strongly agree,No,High
R05933,Yes - informal,4,3,Strongly disagree,No,Moderate
R05934,No,3,4,Agree,No,Low
R05935,Don't know,4,1,Agree,No,Moderate
R05936,Yes - formal,3,4,Strongly agree,No,High
R05937,Yes - informal,4,5,Agree,Unsure,Moderate
R05938,No,4,5,Strongly agree,Unsure,Moderate
R05939,Yes - formal,2,5,Agree,No,Moderate
R05940,No,5,4,Agree,Yes,High
R05941,Don't know,5,3,Agree,No,High
R05942,Yes - informal,2,3,Agree,Yes,Moderate
R05943,Don't know,4,3,Agree,Yes,Low
R05944,Yes - informal,3,4,Agree,No,Moderate
R05945,Yes - informal,3,4,Strongly agree,No,Moderate
R05946,Don't know,4,4,Strongly disagree,Yes,Moderate
R05947,Yes - informal,4,3,Strongly disagree,Unsure,Very low
R05948,No,5,3,Agree,No,Low
R05949,No,1,4,Strongly disagree,No,Moderate
R05950,No,3,3,Neutral,No,Very low
R05951,Yes - informal,5,4,Neutral,No,Low
R05952,No,4,4,Strongly agree,No,Low
R05953,Yes - informal,4,1,Disagree,Unsure,Moderate
R05954,Yes - formal,4,4,Agree,Unsure,Moderate
R05955,No,2,4,Strongly agree,Unsure,Moderate
R05956,Don't know,4,4,Strongly agree,Unsure,Moderate
R05957,No,5,5,Neutral,No,Moderate
R05958,Don't know,3,5,Agree,No,Low
R05959,Yes - informal,3,4,Agree,Unsure,Moderate
R05960,Yes - informal,4,4,Neutral,No,High
R05961,Don't know,3,3,Strongly agree,No,Low
R05962,Yes - informal,4,3,Agree,No,Very low
R05963,No,5,4,Neutral,Unsure,Very low
R05964,Yes - formal,4,5,Strongly agree,No,High
R05965,Yes - informal,5,4,Agree,No,High
R05966,Yes - formal,3,4,Agree,No,Low
R05967,No,5,4,Agree,Unsure,High
R05968,No,2,5,Strongly agree,No,High
R05969,No,5,5,Disagree,No,Moderate
R05970,Don't know,4,5,Neutral,No,Low
R05971,No,4,5,Strongly agree,No,Low
R05972,Don't know,3,3,Agree,No,High
R05973,Don't know,5,1,Strongly agree,No,Low
R05974,Yes - formal,5,5,Neutral,No,Moderate
R05975,Yes - formal,5,5,Disagree,No,Moderate
R05976,No,3,1,Strongly agree,Yes,Moderate
R05977,Don't know,3,1,Disagree,No,Low
R05978,Yes - informal,5,4,Disagree,No,Moderate
R05979,Yes - formal,4,4,Neutral,Unsure,Very low
R05980,Don't know,1,4,Neutral,Unsure,Moderate
R05981,Don't know,3,4,Disagree,Unsure,Very low
R05982,Yes - formal,4,5,Strongly agree,No,Moderate
R05983,Yes - informal,2,3,Agree,Yes,Low
R05984,No,3,3,Neutral,No,High
R05985,No,5,4,Neutral,No,Moderate
R05986,Don't know,2,2,Agree,Yes,Low
R05987,Yes - formal,5,2,Strongly agree,No,Very low
R05988,Yes - formal,3,5,Strongly agree,No,Moderate
R05989,Yes - informal,4,5,Strongly agree,Unsure,High
R05990,Yes - formal,4,5,Agree,No,Low
R05991,No,4,4,Agree,No,High
R05992,Yes - informal,4,5,Strongly agree,No,Low
R05993,Yes - informal,4,4,Neutral,No,Very low
R05994,No,3,5,Disagree,Unsure,Low
R05995,Yes - formal,4,5,Strongly disagree,No,Moderate
R05996,No,3,4,Agree,No,Moderate
R05997,No,1,1,Neutral,No,High
R05998,Yes - formal,5,4,Agree,No,Low
R05999,Don't know,4,4,Agree,No,High
R06000,Don't know,1,4,Neutral,Yes,Low
R06001,No,3,3,Agree,No,Moderate
R06002,Yes - informal,4,3,Neutral,Yes,Low
R06003,No,4,4,Strongly agree,No,High
R06004,Yes - formal,3,1,Strongly disagree,No,Moderate
R06005,Yes - formal,2,4,Agree,No,Very low
R06006,Don't know,3,3,Agree,Unsure,Moderate
R06007,Yes - formal,4,2,Disagree,Yes,Very low
R06008,No,4,4,Neutral,No,Moderate
R06009,Yes - informal,4,4,Agree,No,Low
R06010,No,3,3,Neutral,Unsure,Moderate
R06011,Yes - formal,4,5,Agree,No,Moderate
R06012,No,4,3,Strongly agree,No,Moderate
R06013,Yes - formal,3,3,Disagree,Unsure,High
R06014,No,5,4,Strongly disagree,No,Moderate
R06015,Yes - formal,2,5,Agree,No,Moderate
R06016,No,2,4,Neutral,No,Moderate
R06017,Yes - formal,5,4,Neutral,No,Moderate
R06018,No,3,3,Agree,Unsure,Low
R06019,Yes - informal,2,4,Neutral,No,High
R06020,Don't know,5,1,Neutral,No,Moderate
R06021,Yes - formal,4,4,Agree,No,Moderate
R06022,Yes - formal,2,5,Agree,No,Low
R06023,Don't know,5,5,Disagree,No,Moderate
R06024,No,4,5,Disagree,No,Moderate
R06025,Yes - formal,5,5,Agree,No,Very low
R06026,No,5,5,Neutral,No,Low
R06027,Don't know,4,3,Strongly agree,Yes,Low
R06028,Don't know,1,2,Agree,No,Moderate
R06029,No,4,3,Agree,No,High
R06030,Yes - formal,3,3,Disagree,No,Low
R06031,Yes - formal,5,3,Agree,No,Low
R06032,Yes - informal,2,4,Agree,Unsure,Moderate
R06033,No,3,3,Neutral,No,High
R06034,Yes - informal,5,2,Strongly agree,No,Moderate
R06035,Don't know,3,3,Agree,No,High
R06036,No,4,3,Strongly agree,Yes,Moderate
R06037,Yes - formal,3,4,Neutral,Unsure,Moderate
R06038,No,4,5,Strongly agree,No,Moderate
R06039,Yes - informal,4,4,Strongly agree,Unsure,Low
R06040,Yes - formal,5,5,Neutral,No,High
R06041,Yes - formal,1,1,Agree,Yes,Moderate
R06042,Yes - formal,2,2,Agree,Yes,High
R06043,Don't know,4,4,Agree,No,Moderate
R06044,Yes - informal,4,4,Disagree,No,Low
R06045,Yes - informal,5,4,Strongly agree,No,Very low
R06046,No,1,4,Agree,No,Low
R06047,Yes - informal,4,4,Disagree,Yes,High
R06048,Yes - informal,4,4,Strongly agree,Yes,Moderate
R06049,Yes - informal,3,4,Disagree,No,High
R06050,Yes - informal,2,3,Agree,No,Very low
R06051,Yes - formal,2,5,Disagree,No,High
R06052,Yes - formal,3,5,Neutral,Yes,Moderate
R06053,Don't know,4,5,Agree,Unsure,High
R06054,Yes - formal,4,3,Strongly agree,No,Low
R06055,Don't know,1,4,Agree,No,Very low
R06056,Yes - informal,2,2,Strongly agree,No,Low
R06057,No,3,2,Strongly agree,No,Moderate
R06058,Yes - formal,5,4,Agree,No,Low
R06059,Yes - formal,3,4,Strongly agree,No,Moderate
R06060,Yes - formal,4,4,Neutral,No,Moderate
R06061,Yes - formal,5,3,Strongly agree,Yes,Low
R06062,Yes - informal,3,4,Agree,No,High
R06063,Yes - informal,3,4,Neutral,No,High
R06064,No,4,2,Agree,No,Moderate
R06065,Don't know,3,3,Agree,Unsure,Moderate
R06066,Yes - formal,1,4,Disagree,No,Moderate
R06067,No,4,4,Agree,Yes,Moderate
R06068,No,2,5,Agree,Yes,Low
R06069,No,4,1,Agree,No,Low
R06070,Yes - informal,2,5,Neutral,No,Moderate
R06071,Yes - formal,3,3,Strongly agree,No,Moderate
R06072,Yes - informal,3,4,Agree,No,Moderate
R06073,No,5,3,Neutral,No,Low
R06074,No,2,5,Strongly agree,No,Moderate
R06075,Don't know,5,3,Neutral,Unsure,Moderate
R06076,Yes - informal,4,3,Neutral,Yes,Low
R06077,Don't know,3,3,Neutral,No,High
R06078,Don't know,5,2,Agree,No,Moderate
R06079,Yes - informal,5,3,Strongly disagree,No,Very low
R06080,Yes - formal,4,4,Agree,No,High
R06081,Yes - informal,3,5,Strongly agree,No,Moderate
R06082,Yes - informal,5,1,Neutral,No,Low
R06083,No,5,2,Neutral,Unsure,Low
R06084,No,4,4,Neutral,No,Low
R06085,Yes - informal,2,1,Strongly disagree,No,Low
R06086,Yes - informal,4,5,Agree,Yes,Low
R06087,Don't know,3,5,Strongly disagree,Yes,High
R06088,Yes - informal,5,4,Strongly agree,Unsure,Moderate
R06089,Yes - formal,3,5,Agree,Yes,Low
R06090,Don't know,2,5,Strongly agree,No,High
R06091,No,4,5,Neutral,No,Low
R06092,Yes - formal,3,5,Strongly agree,No,Low
R06093,Don't know,5,5,Neutral,Unsure,Moderate
R06094,Yes - informal,4,1,Strongly agree,No,High
R06095,Don't know,3,5,Neutral,Yes,Low
R06096,No,4,4,Neutral,No,Moderate
R06097,No,5,3,Strongly agree,Unsure,Moderate
R06098,No,4,5,Neutral,No,Low
R06099,Yes - informal,5,2,Agree,No,Low
R06100,No,2,2,Neutral,No,High
R06101,No,4,4,Disagree,No,Low
R06102,Don't know,3,4,Agree,No,Very low
R06103,No,4,1,Strongly agree,No,Low
R06104,No,5,2,Strongly agree,No,Low
R06105,Don't know,4,3,Neutral,Yes,Moderate
R06106,Yes - formal,4,2,Strongly disagree,Unsure,Moderate
R06107,Yes - informal,3,4,Neutral,Unsure,Low
R06108,No,5,3,Disagree,Yes,Low
R06109,Yes - informal,2,5,Agree,Unsure,High
R06110,No,2,4,Agree,Unsure,High
R06111,No,5,2,Neutral,Unsure,Low
R06112,Don't know,3,4,Strongly agree,Yes,Moderate
R06113,Yes - informal,2,5,Disagree,No,Low
R06114,Don't know,3,5,Strongly agree,No,Very low
R06115,Yes - formal,5,5,Agree,No,High
R06116,Yes - formal,5,5,Strongly agree,Unsure,Very low
R06117,Yes - formal,5,4,Strongly agree,No,Moderate
R06118,Don't know,2,5,Neutral,Unsure,Very low
R06119,Yes - informal,5,5,Strongly agree,No,High
R06120,Don't know,5,3,Strongly agree,Unsure,Very low
R06121,Yes - formal,5,2,Strongly disagree,No,Moderate
R06122,Don't know,3,3,Agree,No,Moderate
R06123,Yes - informal,3,5,Strongly agree,No,Low
R06124,No,1,4,Neutral,Unsure,Moderate
R06125,No,3,3,Strongly disagree,Unsure,High
R06126,Yes - formal,5,4,Strongly agree,No,Low
R06127,Don't know,4,4,Neutral,Unsure,High
R06128,Yes - formal,2,3,Strongly agree,Yes,Low
R06129,Yes - formal,3,5,Neutral,No,Moderate
R06130,Yes - informal,3,5,Disagree,Unsure,Moderate
R06131,Yes - formal,1,4,Strongly agree,Unsure,Low
R06132,No,4,4,Agree,No,High
R06133,Don't know,4,5,Agree,No,High
R06134,No,2,3,Strongly agree,No,Moderate
R06135,Yes - informal,4,5,Agree,No,Very low
R06136,Don't know,5,5,Agree,Unsure,Low
R06137,No,5,2,Strongly disagree,No,Moderate
R06138,Yes - informal,5,5,Agree,No,Moderate
R06139,No,3,5,Disagree,No,Very low
R06140,Don't know,3,4,Agree,No,Very low
R06141,Yes - formal,4,5,Neutral,No,Moderate
R06142,No,2,3,Agree,No,Very low
R06143,Yes - formal,3,5,Agree,Unsure,Moderate
R06144,No,3,3,Agree,Unsure,Low
R06145,No,4,3,Strongly agree,Unsure,Moderate
R06146,Don't know,4,3,Neutral,No,Very low
R06147,Yes - informal,3,3,Neutral,No,Moderate
R06148,Don't know,4,2,Strongly disagree,Yes,Moderate
R06149,Don't know,3,4,Strongly agree,No,Moderate
R06150,Yes - formal,4,4,Agree,No,Moderate
R06151,Yes - formal,5,5,Agree,No,Low
R06152,Yes - formal,4,4,Agree,No,High
R06153,Yes - informal,3,5,Neutral,Unsure,High
R06154,No,5,4,Strongly disagree,No,High
R06155,Yes - informal,5,5,Neutral,No,Low
R06156,Don't know,4,5,Agree,No,Moderate
R06157,Don't know,2,1,Neutral,Unsure,Low
R06158,Yes - formal,1,4,Strongly disagree,Unsure,Moderate
R06159,No,3,2,Agree,No,Moderate
R06160,Yes - formal,3,3,Agree,No,Moderate
R06161,No,4,4,Neutral,Yes,High
R06162,Yes - informal,2,3,Strongly disagree,No,High
R06163,Yes - formal,5,4,Agree,No,Low
R06164,No,4,3,Disagree,Unsure,Moderate
R06165,Yes - formal,5,4,Strongly disagree,Unsure,High
R06166,No,4,3,Neutral,Yes,Very low
R06167,Don't know,5,3,Agree,No,Very low
R06168,Yes - informal,3,3,Neutral,No,Low
R06169,No,1,5,Disagree,Unsure,Very low
R06170,Yes - informal,3,3,Agree,No,Moderate
R06171,No,3,4,Strongly agree,Unsure,High
R06172,Yes - informal,4,5,Neutral,No,Moderate
R06173,No,2,4,Disagree,No,Very low
R06174,Yes - informal,3,3,Neutral,No,Moderate
R06175,Yes - informal,4,4,Strongly disagree,Unsure,Low
R06176,Yes - informal,1,5,Neutral,Unsure,Very low
R06177,Yes - informal,4,4,Agree,No,High
R06178,Don't know,2,5,Neutral,Unsure,Moderate
R06179,No,5,2,Strongly disagree,No,Moderate
R06180,Yes - formal,4,3,Strongly agree,No,Moderate
R06181,No,4,3,Neutral,No,High
R06182,Yes - informal,3,5,Strongly agree,Unsure,Low
R06183,No,3,3,Strongly agree,No,Very low
R06184,Yes - formal,3,4,Neutral,No,Moderate
R06185,Yes - informal,2,5,Agree,No,Moderate
R06186,Don't know,4,4,Agree,No,High
R06187,Yes - formal,2,3,Agree,Yes,Very low
R06188,No,2,5,Strongly agree,Yes,Moderate
R06189,Yes - informal,3,4,Neutral,Unsure,Low
R06190,Don't know,4,4,Strongly agree,No,Low
R06191,No,4,3,Agree,Unsure,High
R06192,Yes - informal,5,5,Neutral,No,Low
R06193,No,3,2,Disagree,Yes,Moderate
R06194,Yes - formal,3,5,Strongly disagree,No,High
R06195,Yes - formal,3,5,Neutral,Unsure,High
R06196,Don't know,5,5,Strongly agree,No,Moderate
R06197,No,3,3,Neutral,Unsure,High
R06198,No,3,4,Neutral,No,Moderate
R06199,No,4,1,Strongly agree,No,High
R06200,No,2,4,Disagree,Unsure,Very low
R06201,Don't know,5,3,Agree,Unsure,High
R06202,Yes - formal,3,5,Agree,No,Very low
R06203,Yes - informal,3,3,Neutral,Yes,High
R06204,No,1,3,Neutral,No,High
R06205,No,2,3,Strongly disagree,No,Moderate
R06206,No,3,4,Neutral,Yes,Moderate
R06207,Don't know,3,5,Agree,Yes,Moderate
R06208,Don't know,4,5,Neutral,No,Moderate
R06209,Don't know,4,3,Agree,No,Low
R06210,Yes - informal,3,4,Strongly agree,No,High
R06211,Yes - formal,4,4,Neutral,Unsure,Low
R06212,Yes - informal,2,5,Agree,No,Very low
R06213,No,2,2,Agree,No,High
R06214,Yes - informal,5,4,Strongly agree,No,Moderate
R06215,Don't know,5,4,Neutral,No,Low
R06216,Yes - formal,3,5,Agree,No,Moderate
R06217,No,4,4,Disagree,No,Moderate
R06218,Yes - formal,1,4,Strongly agree,Unsure,Low
R06219,Yes - formal,3,5,Neutral,No,Low
R06220,Don't know,3,5,Neutral,Unsure,Moderate
R06221,Yes - informal,3,4,Agree,No,Moderate
R06222,Yes - formal,4,5,Agree,Yes,Moderate
R06223,No,4,4,Agree,Unsure,Moderate
R06224,Yes - formal,4,3,Agree,No,Moderate
R06225,No,3,4,Neutral,No,Moderate
R06226,Yes - informal,5,1,Agree,Unsure,Moderate
R06227,Yes - formal,5,5,Strongly disagree,No,Moderate
R06228,Yes - informal,3,3,Agree,Yes,High
R06229,Don't know,4,3,Neutral,No,Very low
R06230,Yes - informal,4,2,Agree,Unsure,High
R06231,Yes - formal,5,5,Agree,No,Moderate
R06232,Don't know,3,4,Strongly disagree,No,Moderate
R06233,Don't know,3,2,Agree,Unsure,Moderate
R06234,Yes - informal,1,4,Agree,No,Moderate
R06235,Don't know,4,4,Neutral,Unsure,High
R06236,No,4,4,Agree,Yes,High
R06237,Yes - formal,1,5,Strongly disagree,Unsure,High
R06238,No,5,5,Agree,No,High
R06239,Don't know,2,5,Agree,No,High
R06240,No,3,3,Strongly agree,No,Moderate
R06241,Don't know,5,5,Neutral,No,Low
R06242,No,1,5,Agree,Unsure,Low
R06243,Don't know,5,4,Strongly agree,No,Moderate
R06244,Don't know,5,5,Agree,Unsure,Moderate
R06245,Yes - formal,5,5,Agree,Yes,Low
R06246,Yes - formal,5,5,Agree,No,Low
R06247,No,4,3,Strongly disagree,No,Very low
R06248,Yes - informal,4,3,Strongly agree,No,Moderate
R06249,Yes - informal,3,3,Disagree,Yes,Very low
R06250,No,5,4,Disagree,No,Low
R06251,Yes - informal,2,5,Agree,No,Moderate
R06252,Yes - informal,3,4,Strongly disagree,No,Low
R06253,Yes - formal,4,3,Strongly disagree,Yes,Moderate
R06254,No,4,3,Agree,No,High
R06255,No,3,5,Agree,Unsure,Low
R06256,No,4,2,Disagree,No,Moderate
R06257,Don't know,1,5,Agree,Unsure,Moderate
R06258,Yes - informal,5,2,Neutral,Unsure,Moderate
R06259,Yes - formal,4,4,Agree,No,Moderate
R06260,No,4,4,Strongly agree,No,Moderate
R06261,Yes - formal,4,5,Neutral,No,Very low
R06262,Don't know,2,4,Neutral,No,High
R06263,Don't know,4,4,Neutral,Unsure,Very low
R06264,Yes - informal,2,4,Strongly disagree,No,High
R06265,Yes - formal,5,2,Neutral,No,Moderate
R06266,Yes - formal,4,1,Agree,Yes,Very low
R06267,Don't know,3,2,Strongly agree,Unsure,Low
R06268,No,5,2,Strongly disagree,No,Low
R06269,Yes - informal,3,4,Agree,No,Very low
R06270,Don't know,3,3,Agree,No,Low
R06271,Yes - formal,2,4,Neutral,Unsure,Very low
R06272,No,4,5,Agree,Unsure,Low
R06273,Yes - informal,4,4,Agree,Unsure,Moderate
R06274,Yes - informal,5,3,Neutral,No,Very low
R06275,Yes - formal,3,5,Neutral,No,Moderate
R06276,No,4,3,Agree,No,Moderate
R06277,Yes - informal,3,5,Agree,Yes,Low
R06278,Yes - formal,3,5,Agree,No,Low
R06279,No,4,3,Strongly disagree,Unsure,Very low
R06280,No,3,4,Strongly agree,No,Low
R06281,Don't know,5,5,Strongly disagree,No,Moderate
R06282,Yes - formal,5,5,Strongly agree,No,Moderate
R06283,Don't know,3,5,Neutral,Unsure,Moderate
R06284,Yes - formal,4,5,Disagree,Yes,Low
R06285,Yes - formal,4,3,Agree,No,Moderate
R06286,Yes - formal,3,5,Neutral,Yes,Low
R06287,Yes - formal,4,4,Agree,Unsure,Low
R06288,No,5,4,Agree,No,High
R06289,Yes - informal,3,5,Agree,No,Moderate
R06290,Yes - informal,1,5,Agree,Unsure,Moderate
R06291,Don't know,5,4,Strongly agree,No,Moderate
R06292,No,4,4,Agree,Unsure,Low
R06293,Don't know,4,4,Agree,Yes,Moderate
R06294,No,5,4,Agree,No,High
R06295,Yes - informal,3,4,Strongly agree,Unsure,High
R06296,No,3,4,Strongly agree,No,High
R06297,Don't know,4,5,Neutral,No,Moderate
R06298,Yes - formal,3,5,Strongly agree,No,Moderate
R06299,Don't know,4,1,Neutral,Unsure,Moderate
R06300,Yes - informal,4,4,Neutral,Unsure,High
R06301,Yes - informal,1,5,Strongly agree,Yes,Moderate
R06302,No,2,4,Agree,No,Moderate
R06303,Yes - informal,5,5,Strongly disagree,No,Low
R06304,Don't know,1,4,Disagree,Yes,Low
R06305,Don't know,4,4,Disagree,No,Moderate
R06306,Don't know,3,3,Agree,Unsure,Moderate
R06307,Yes - informal,2,5,Strongly agree,No,Very low
R06308,Yes - formal,3,3,Strongly agree,Unsure,Moderate
R06309,No,1,3,Agree,No,Moderate
R06310,Yes - informal,3,4,Disagree,Unsure,Moderate
R06311,Yes - formal,5,4,Neutral,No,Moderate
