respondent_id,skills,num_skills,top_certification,weekly_learning_hours,primary_learning_platform,learned_genai_skills_2024_2026,employer_provides_ai_training
R05672,TensorFlow; Time Series Analysis; Kubernetes; MLOps; Feature Engineering; Scikit-learn; Computer Vision; Fine-tuning LLMs; R; AWS; NLP; Python; Pandas; Spark; Reinforcement Learning,15,DeepLearning.AI Specialization,8,Pluralsight,No,Partially
R05673,Python; Generative AI; Statistics; Fine-tuning LLMs; Time Series Analysis; Docker; Graph Neural Networks; AWS,8,,4,Fast.ai,Yes,Partially
R05674,GCP; Graph Neural Networks; Computer Vision; NLP; SQL; Reinforcement Learning; Statistics; TensorFlow,8,Azure AI Engineer,11,LinkedIn Learning,Yes,Partially
R05675,Generative AI; Fine-tuning LLMs; Docker; Prompt Engineering; Data Visualization; SQL; RAG Pipelines,7,TensorFlow Developer Certificate,0,Fast.ai,Yes,Yes
R05676,AWS; Python; RAG Pipelines; Transformers; Azure; Computer Vision; Time Series Analysis; Feature Engineering; Generative AI; Prompt Engineering; GCP,11,,5,Kaggle Learn,Yes,No
R05677,SQL; PyTorch; Data Visualization; AWS; Generative AI; Graph Neural Networks; Time Series Analysis; Azure; RAG Pipelines; Feature Engineering,10,,1,Coursera,Yes,No
R05678,LangChain; Fine-tuning LLMs; AWS; Prompt Engineering; Time Series Analysis; Generative AI; PyTorch,7,TensorFlow Developer Certificate,11,YouTube,No,Partially
R05679,R; A/B Testing; TensorFlow; Docker; Computer Vision; AWS; Azure; MLOps,8,,0,Self-study (books/papers),Yes,No
R05680,AWS; Azure; RAG Pipelines; Feature Engineering,4,Google Professional ML Engineer,8,Pluralsight,Yes,Yes
R05681,Graph Neural Networks; Transformers; Pandas; Generative AI; Python,5,Coursera ML Certificate,14,Fast.ai,Yes,Yes
R05682,Prompt Engineering; TensorFlow; Fine-tuning LLMs; Computer Vision; Time Series Analysis; Scikit-learn,6,,4,Udemy,Yes,Partially
R05683,MLOps; RAG Pipelines; Time Series Analysis; Pandas; Edge AI / TinyML; Scikit-learn; GCP; Statistics; PyTorch; Generative AI; Spark,11,,7,Company training,Yes,Partially
R05684,Python; Pandas; Graph Neural Networks; Azure; NLP; GCP; Reinforcement Learning; R,8,TensorFlow Developer Certificate,19,edX,Yes,Yes
R05685,GCP; R; PyTorch; Transformers; SQL; Spark,6,DeepLearning.AI Specialization,8,Fast.ai,Yes,No
R05686,Python; Generative AI; R; A/B Testing; Azure; Kubernetes; GCP; TensorFlow,8,AWS ML Specialty,5,Fast.ai,No,No
R05687,TensorFlow; Scikit-learn; PyTorch; Transformers; SQL; Statistics; Generative AI; Data Visualization; NLP; Edge AI / TinyML,10,AWS ML Specialty,14,Company training,Yes,No
R05688,A/B Testing; Python; LangChain; AWS; TensorFlow; Prompt Engineering; Azure; Docker; Transformers; Computer Vision; PyTorch; NLP; Feature Engineering; Generative AI; Statistics,15,Google Professional ML Engineer,16,Self-study (books/papers),Yes,Yes
R05689,Kubernetes; Reinforcement Learning; PyTorch; NLP; Spark; Graph Neural Networks; AWS; Data Visualization; GCP; MLOps; TensorFlow; Azure; Edge AI / TinyML,13,,8,University courses,Yes,No
R05690,Edge AI / TinyML; R; A/B Testing; Pandas; Fine-tuning LLMs; Azure; Reinforcement Learning; Generative AI; GCP; Feature Engineering; LangChain,11,Azure AI Engineer,0,University courses,Yes,No
R05691,Docker; Python; Azure; Edge AI / TinyML,4,,9,Fast.ai,Yes,Yes
R05692,Fine-tuning LLMs; Generative AI; Edge AI / TinyML; Kubernetes; Transformers; Pandas; TensorFlow; LangChain; Azure; Data Visualization,10,Kaggle Competitions Expert,11,Pluralsight,No,No
R05693,Feature Engineering; Pandas; Generative AI; RAG Pipelines; Kubernetes; Spark; Docker; Statistics; Reinforcement Learning; GCP; Graph Neural Networks,11,Coursera ML Certificate,0,Coursera,No,Partially
R05694,TensorFlow; Graph Neural Networks; Scikit-learn; Data Visualization; Pandas; Time Series Analysis; Azure,7,Azure AI Engineer,7,edX,Yes,No
R05695,Statistics; SQL; Computer Vision; Spark; Fine-tuning LLMs; A/B Testing; Pandas,7,Kaggle Competitions Expert,4,Pluralsight,No,No
R05696,AWS; Data Visualization; Kubernetes; Reinforcement Learning; NLP,5,Azure AI Engineer,3,Company training,Yes,Partially
R05697,Statistics; Python; R; Spark; AWS; GCP; TensorFlow; Azure; Feature Engineering; Scikit-learn; Transformers; Fine-tuning LLMs; Data Visualization,13,Kaggle Competitions Expert,14,Udemy,No,No
R05698,Reinforcement Learning; Spark; RAG Pipelines; Statistics; Graph Neural Networks; Scikit-learn; AWS; Pandas,8,Azure AI Engineer,4,Fast.ai,Yes,No
R05699,Feature Engineering; Generative AI; NLP,3,Kaggle Competitions Expert,17,Self-study (books/papers),Yes,Partially
R05700,PyTorch; Computer Vision; Python; Docker; Spark; AWS; TensorFlow; Statistics; Data Visualization; A/B Testing; Reinforcement Learning,11,Coursera ML Certificate,6,Self-study (books/papers),Yes,Partially
R05701,PyTorch; LangChain; Python; Transformers,4,,5,Self-study (books/papers),Yes,Yes
R05702,Kubernetes; MLOps; GCP; Data Visualization; Spark,5,,1,Kaggle Learn,No,Yes
R05703,Fine-tuning LLMs; Reinforcement Learning; R; Python; Spark; Feature Engineering; Azure; Generative AI; Edge AI / TinyML; LangChain; Scikit-learn; GCP,12,Azure AI Engineer,1,Pluralsight,Yes,No
R05704,Kubernetes; GCP; TensorFlow; Docker; Reinforcement Learning; Prompt Engineering; Scikit-learn,7,TensorFlow Developer Certificate,13,DeepLearning.AI,Yes,Yes
R05705,Reinforcement Learning; A/B Testing; Transformers; Statistics; RAG Pipelines; Computer Vision; MLOps,7,AWS ML Specialty,8,Fast.ai,Yes,No
R05706,Reinforcement Learning; Computer Vision; Generative AI; GCP; AWS; TensorFlow; Edge AI / TinyML; Scikit-learn; MLOps; Fine-tuning LLMs; Statistics,11,Coursera ML Certificate,5,Self-study (books/papers),No,Yes
R05707,R; Prompt Engineering; RAG Pipelines; Python; Time Series Analysis; Pandas; TensorFlow; MLOps; Statistics,9,,3,Self-study (books/papers),Yes,Yes
R05708,Time Series Analysis; A/B Testing; SQL; Feature Engineering; Statistics; LangChain,6,Coursera ML Certificate,8,Fast.ai,Yes,Yes
R05709,A/B Testing; Edge AI / TinyML; Generative AI; Fine-tuning LLMs; GCP; Data Visualization,6,Kaggle Competitions Expert,4,edX,Yes,No
R05710,TensorFlow; Azure; Generative AI; Graph Neural Networks; Time Series Analysis; NLP; Transformers; Fine-tuning LLMs; LangChain,9,DeepLearning.AI Specialization,7,Coursera,Yes,Partially
R05711,Edge AI / TinyML; Computer Vision; Python; Spark; MLOps; GCP; Reinforcement Learning,7,,8,YouTube,Yes,Partially
R05712,GCP; Feature Engineering; Scikit-learn; Azure; LangChain; RAG Pipelines; Edge AI / TinyML; Pandas,8,Azure AI Engineer,4,Self-study (books/papers),Yes,Partially
R05713,MLOps; Docker; Azure; Transformers; Python; Time Series Analysis; Graph Neural Networks; RAG Pipelines; Edge AI / TinyML; Feature Engineering; Data Visualization; Scikit-learn; Statistics,13,Azure AI Engineer,11,DeepLearning.AI,Yes,Partially
R05714,Graph Neural Networks; LangChain; Edge AI / TinyML; Fine-tuning LLMs; Docker; Transformers; Generative AI; Reinforcement Learning; R; AWS; MLOps,11,Kaggle Competitions Expert,14,University courses,Yes,Yes
R05715,SQL; LangChain; Azure; Statistics; RAG Pipelines; Edge AI / TinyML; Docker; Reinforcement Learning; Pandas; Python,10,Kaggle Competitions Expert,5,Self-study (books/papers),No,No
R05716,Fine-tuning LLMs; Scikit-learn; Statistics; Feature Engineering; Kubernetes; Generative AI; A/B Testing; Time Series Analysis,8,DeepLearning.AI Specialization,6,University courses,No,Partially
R05717,Generative AI; GCP; Fine-tuning LLMs; PyTorch; Edge AI / TinyML,5,Google Professional ML Engineer,13,Coursera,Yes,Partially
R05718,Fine-tuning LLMs; RAG Pipelines; A/B Testing; TensorFlow; Scikit-learn; AWS; R; Feature Engineering,8,,7,Kaggle Learn,Yes,Partially
R05719,SQL; Data Visualization; R; LangChain; AWS; Statistics; Generative AI,7,Coursera ML Certificate,15,YouTube,Yes,Partially
R05720,Azure; Pandas; Transformers; Graph Neural Networks; Scikit-learn; Statistics; Feature Engineering; AWS; Edge AI / TinyML; Generative AI,10,,5,Pluralsight,Yes,Yes
R05721,Statistics; AWS; Graph Neural Networks; Edge AI / TinyML; Data Visualization,5,,8,YouTube,Yes,Partially
R05722,Feature Engineering; MLOps; SQL; Prompt Engineering; Transformers; LangChain; NLP; Reinforcement Learning; Fine-tuning LLMs,9,Kaggle Competitions Expert,6,Company training,Yes,No
R05723,NLP; Azure; Edge AI / TinyML; TensorFlow; Scikit-learn; Transformers; Spark; AWS; SQL; Pandas; RAG Pipelines; Python,12,Coursera ML Certificate,17,Coursera,Yes,No
R05724,Time Series Analysis; Kubernetes; SQL; Scikit-learn; Prompt Engineering; Computer Vision; Feature Engineering; Edge AI / TinyML; R; Statistics; MLOps,11,Azure AI Engineer,6,Kaggle Learn,Yes,No
R05725,Edge AI / TinyML; Reinforcement Learning; R; Generative AI; Pandas; Fine-tuning LLMs; PyTorch; A/B Testing; RAG Pipelines; Spark; Scikit-learn; Computer Vision; GCP,13,Kaggle Competitions Expert,13,Udemy,Yes,Partially
R05726,NLP; Edge AI / TinyML; Feature Engineering; Time Series Analysis; Generative AI; Computer Vision; R; Prompt Engineering; A/B Testing; Pandas; GCP; Python,12,Coursera ML Certificate,0,Fast.ai,Yes,Partially
R05727,LangChain; Statistics; Prompt Engineering; Graph Neural Networks; TensorFlow; Azure; Transformers; Pandas; SQL; Generative AI; Docker,11,Kaggle Competitions Expert,16,Company training,Yes,No
R05728,A/B Testing; Fine-tuning LLMs; Pandas; Transformers; Graph Neural Networks; RAG Pipelines; Data Visualization; Scikit-learn; Python; MLOps,10,DeepLearning.AI Specialization,6,Pluralsight,Yes,Yes
R05729,Graph Neural Networks; MLOps; TensorFlow; Spark; Feature Engineering; Kubernetes; RAG Pipelines; LangChain; Transformers; Statistics; A/B Testing; GCP,12,TensorFlow Developer Certificate,13,Fast.ai,No,No
R05730,Reinforcement Learning; Graph Neural Networks; Spark; NLP,4,,13,Pluralsight,Yes,No
R05731,R; Spark; Azure; Feature Engineering; AWS; NLP,6,DeepLearning.AI Specialization,3,Self-study (books/papers),Yes,Yes
R05732,Time Series Analysis; Fine-tuning LLMs; GCP; Data Visualization; Kubernetes; RAG Pipelines; Generative AI; Computer Vision; LangChain,9,Coursera ML Certificate,8,Coursera,Yes,Partially
R05733,Transformers; Prompt Engineering; GCP; Azure; SQL; Time Series Analysis; Pandas; Docker; Feature Engineering; R; Spark,11,Google Professional ML Engineer,4,YouTube,Yes,No
R05734,TensorFlow; MLOps; Pandas; Python; AWS; R,6,Azure AI Engineer,4,University courses,Yes,No
R05735,MLOps; A/B Testing; Computer Vision; Graph Neural Networks; R; Statistics; Azure; Fine-tuning LLMs,8,Coursera ML Certificate,12,edX,No,Partially
R05736,Python; PyTorch; Azure; Kubernetes; Edge AI / TinyML; Generative AI; Transformers; Spark; Fine-tuning LLMs,9,Kaggle Competitions Expert,16,Kaggle Learn,Yes,Partially
R05737,Reinforcement Learning; MLOps; Edge AI / TinyML; A/B Testing; Spark,5,,10,Kaggle Learn,Yes,Yes
R05738,AWS; LangChain; Generative AI; Fine-tuning LLMs; Spark; Prompt Engineering,6,TensorFlow Developer Certificate,11,Company training,Yes,No
R05739,R; Statistics; SQL; Computer Vision; Time Series Analysis; Prompt Engineering; PyTorch; Graph Neural Networks,8,,9,edX,Yes,No
R05740,MLOps; Azure; Pandas; AWS; Python; SQL; Kubernetes; Feature Engineering; Docker; Scikit-learn,10,TensorFlow Developer Certificate,10,Udemy,No,No
R05741,Docker; NLP; Transformers; TensorFlow; A/B Testing; Generative AI; GCP,7,Google Professional ML Engineer,7,edX,No,No
R05742,Azure; Time Series Analysis; Prompt Engineering; Pandas; Docker; Reinforcement Learning,6,TensorFlow Developer Certificate,7,Company training,No,Partially
R05743,Python; Scikit-learn; Feature Engineering; PyTorch; LangChain; Docker; Graph Neural Networks; Azure; AWS; Prompt Engineering; SQL; NLP,12,,10,Fast.ai,No,Yes
R05744,Azure; RAG Pipelines; Kubernetes; MLOps; Pandas; Transformers; Spark; NLP; Python,9,Google Professional ML Engineer,9,Pluralsight,Yes,Yes
R05745,Generative AI; Scikit-learn; RAG Pipelines; Kubernetes; R; Data Visualization; AWS,7,DeepLearning.AI Specialization,11,Kaggle Learn,Yes,No
R05746,Fine-tuning LLMs; Azure; Time Series Analysis; GCP; TensorFlow; PyTorch; Kubernetes; AWS,8,TensorFlow Developer Certificate,15,YouTube,Yes,No
R05747,PyTorch; A/B Testing; RAG Pipelines; Docker; Transformers; Graph Neural Networks; Edge AI / TinyML,7,Coursera ML Certificate,0,Self-study (books/papers),Yes,No
R05748,Transformers; Feature Engineering; Spark; LangChain; Data Visualization; GCP; PyTorch; Kubernetes; TensorFlow,9,,7,Pluralsight,Yes,Partially
R05749,Reinforcement Learning; Azure; R; Transformers; RAG Pipelines; Docker,6,,13,Fast.ai,Yes,Partially
R05750,RAG Pipelines; Prompt Engineering; PyTorch; Statistics; Scikit-learn; Spark; Time Series Analysis,7,,3,Fast.ai,Yes,Yes
R05751,Computer Vision; Data Visualization; Prompt Engineering; PyTorch; GCP; Pandas; Transformers,7,DeepLearning.AI Specialization,1,Pluralsight,Yes,Partially
R05752,Spark; GCP; R; Docker; Graph Neural Networks; Scikit-learn; Pandas; Edge AI / TinyML; Transformers; Feature Engineering; Python; Statistics; AWS; Reinforcement Learning,14,,8,Pluralsight,Yes,No
R05753,Docker; Graph Neural Networks; LangChain; R; RAG Pipelines; AWS; Statistics; Python,8,,10,Coursera,Yes,Partially
R05754,SQL; PyTorch; A/B Testing; NLP; Docker; Prompt Engineering; AWS,7,TensorFlow Developer Certificate,11,University courses,No,Partially
R05755,Spark; Azure; Kubernetes; Transformers; TensorFlow; Generative AI; R; Data Visualization; GCP; RAG Pipelines; Edge AI / TinyML; MLOps; Computer Vision; Docker; Statistics,15,Kaggle Competitions Expert,0,Kaggle Learn,No,No
R05756,Statistics; Azure; Generative AI; Scikit-learn; Python; Docker; Reinforcement Learning; LangChain; Transformers; Edge AI / TinyML; GCP; PyTorch; TensorFlow; Computer Vision; RAG Pipelines,15,DeepLearning.AI Specialization,6,Pluralsight,No,No
R05757,Pandas; Reinforcement Learning; TensorFlow; Prompt Engineering; Generative AI; Kubernetes; GCP; Python; Transformers; NLP; PyTorch,11,DeepLearning.AI Specialization,3,Company training,No,No
R05758,Statistics; MLOps; SQL; Python,4,DeepLearning.AI Specialization,6,DeepLearning.AI,Yes,Partially
R05759,NLP; Transformers; MLOps; PyTorch; A/B Testing; AWS; Computer Vision; Feature Engineering,8,Kaggle Competitions Expert,5,Company training,Yes,Yes
R05760,Edge AI / TinyML; Azure; Time Series Analysis; Transformers; Reinforcement Learning; NLP; SQL; Python; Feature Engineering; Pandas,10,,4,edX,Yes,Partially
R05761,NLP; Scikit-learn; Data Visualization; PyTorch; Python; Azure,6,TensorFlow Developer Certificate,1,Udemy,No,Partially
R05762,GCP; Reinforcement Learning; MLOps; Computer Vision; Spark; RAG Pipelines; Statistics,7,DeepLearning.AI Specialization,1,edX,Yes,Partially
R05763,Time Series Analysis; TensorFlow; GCP; Prompt Engineering; RAG Pipelines; Kubernetes; Fine-tuning LLMs; Spark; Pandas; PyTorch; Docker,11,Azure AI Engineer,9,YouTube,Yes,No
R05764,AWS; Graph Neural Networks; LangChain; Statistics; R,5,AWS ML Specialty,8,edX,Yes,Yes
R05765,Generative AI; Prompt Engineering; Reinforcement Learning; SQL; R; Python; RAG Pipelines,7,,2,Kaggle Learn,No,No
R05766,Fine-tuning LLMs; Prompt Engineering; Reinforcement Learning; GCP; TensorFlow,5,Azure AI Engineer,11,edX,Yes,Yes
R05767,AWS; Scikit-learn; Generative AI; Kubernetes; Edge AI / TinyML; NLP; R; Pandas,8,,10,LinkedIn Learning,Yes,Yes
R05768,Time Series Analysis; Pandas; SQL; R; Generative AI; NLP; Transformers; AWS; Reinforcement Learning,9,DeepLearning.AI Specialization,0,University courses,No,No
R05769,Docker; A/B Testing; Computer Vision; SQL; Statistics; Data Visualization,6,DeepLearning.AI Specialization,12,LinkedIn Learning,Yes,Partially
R05770,Statistics; Python; PyTorch; Generative AI; TensorFlow; A/B Testing; Edge AI / TinyML; Kubernetes; Transformers; SQL; Graph Neural Networks; Azure; Computer Vision; LangChain; RAG Pipelines,15,Google Professional ML Engineer,0,Pluralsight,Yes,Partially
R05771,Azure; Graph Neural Networks; Computer Vision; Generative AI; TensorFlow; Feature Engineering; Scikit-learn,7,Kaggle Competitions Expert,9,Self-study (books/papers),No,Yes
R05772,MLOps; Feature Engineering; Data Visualization; Prompt Engineering; Fine-tuning LLMs; LangChain; Docker; Azure,8,,12,Udemy,No,No
R05773,Prompt Engineering; TensorFlow; R; Docker; PyTorch; Pandas,6,,7,Udemy,Yes,No
R05774,Reinforcement Learning; AWS; Generative AI; NLP; R; Data Visualization; Time Series Analysis; Kubernetes,8,Azure AI Engineer,8,Coursera,Yes,No
R05775,Feature Engineering; SQL; Python; GCP; Computer Vision; Reinforcement Learning; A/B Testing,7,Azure AI Engineer,0,YouTube,Yes,No
R05776,R; MLOps; Data Visualization; Reinforcement Learning; TensorFlow; Computer Vision; Pandas; Edge AI / TinyML; Spark; Python,10,TensorFlow Developer Certificate,14,edX,Yes,No
R05777,Docker; Data Visualization; Reinforcement Learning; Time Series Analysis; Fine-tuning LLMs; TensorFlow; NLP,7,Coursera ML Certificate,17,Self-study (books/papers),Yes,No
R05778,Statistics; Scikit-learn; NLP; R; Generative AI; PyTorch; Graph Neural Networks; Pandas; Data Visualization,9,Azure AI Engineer,11,YouTube,Yes,Yes
R05779,R; Generative AI; Time Series Analysis; Kubernetes; PyTorch; Reinforcement Learning,6,Azure AI Engineer,8,Self-study (books/papers),Yes,Yes
R05780,Edge AI / TinyML; Docker; GCP; A/B Testing; Kubernetes; Scikit-learn; Transformers; AWS; Computer Vision; NLP; Feature Engineering; Reinforcement Learning,12,,10,University courses,Yes,Yes
R05781,Kubernetes; A/B Testing; Computer Vision; GCP; MLOps; Azure,6,DeepLearning.AI Specialization,9,edX,No,Partially
R05782,Prompt Engineering; Transformers; SQL; PyTorch; AWS; Feature Engineering; Time Series Analysis; MLOps,8,Azure AI Engineer,2,Self-study (books/papers),Yes,No
R05783,MLOps; GCP; PyTorch; Prompt Engineering; Pandas; RAG Pipelines; Time Series Analysis,7,Google Professional ML Engineer,7,LinkedIn Learning,Yes,Yes
R05784,Azure; Generative AI; Transformers; RAG Pipelines; Pandas; NLP; MLOps,7,Azure AI Engineer,9,edX,Yes,Yes
R05785,Azure; A/B Testing; Python; Prompt Engineering; Generative AI; PyTorch; LangChain; Data Visualization; Edge AI / TinyML; GCP,10,,8,YouTube,Yes,Partially
R05786,Computer Vision; Pandas; Fine-tuning LLMs; Edge AI / TinyML; Python; Generative AI; PyTorch,7,AWS ML Specialty,6,Self-study (books/papers),Yes,No
R05787,Prompt Engineering; Feature Engineering; Docker; Computer Vision; Fine-tuning LLMs; Azure; Pandas; Python; RAG Pipelines; Time Series Analysis; Graph Neural Networks; SQL; AWS; Reinforcement Learning; Statistics,15,,9,Self-study (books/papers),No,Yes
R05788,TensorFlow; Python; Computer Vision; LangChain; AWS; Azure; SQL; Scikit-learn,8,AWS ML Specialty,6,Fast.ai,Yes,No
R05789,Prompt Engineering; Feature Engineering; Edge AI / TinyML; Spark; LangChain; Azure; Generative AI; Pandas; Docker; Computer Vision; Python; GCP,12,,0,DeepLearning.AI,No,No
R05790,Reinforcement Learning; AWS; Edge AI / TinyML; Azure; Time Series Analysis; LangChain; TensorFlow,7,Google Professional ML Engineer,7,Kaggle Learn,Yes,No
