respondent_id,ai_tool,usage_frequency,productivity_change_pct,satisfaction_score,primary_use_case
R05405,Perplexity,Weekly,27.7,4,Brainstorming
R05405,v0 by Vercel,Daily,19.0,5,Brainstorming
R05405,Midjourney,Monthly,15.7,4,Workflow automation
R05405,Replit AI,Several times a week,44.6,4,Translation
R05405,Google Vertex AI,Monthly,29.4,4,Brainstorming
R05405,Cursor,Several times a week,7.8,2,Translation
R05406,Midjourney,Several times a week,13.1,4,Debugging
R05406,GitHub Copilot,Weekly,21.9,5,Writing & docs
R05406,Claude,Daily,21.3,4,Brainstorming
R05406,LLaMA / Open-source LLMs,Weekly,52.0,4,Writing & docs
R05406,Perplexity,Daily,13.0,3,Translation
R05406,Cursor,Several times a week,-3.1,5,Data analysis
R05406,Notion AI,Daily,43.0,2,Data analysis
R05406,v0 by Vercel,Weekly,30.9,3,Research
R05407,Azure OpenAI,Several times a week,43.7,5,Image generation
R05407,Perplexity,Weekly,17.3,4,Workflow automation
R05407,Stable Diffusion,Several times a week,37.9,3,Research
R05407,Google Vertex AI,Weekly,47.2,3,Code generation
R05407,ChatGPT,Daily,13.9,5,Code generation
R05407,Replit AI,Several times a week,42.2,3,Debugging
R05407,Hugging Face Models,Weekly,29.3,1,Image generation
R05408,Cursor,Rarely,15.6,3,Brainstorming
R05408,Midjourney,Several times a week,37.3,4,Brainstorming
R05408,Stable Diffusion,Weekly,54.6,5,Image generation
R05409,Replit AI,Weekly,-6.2,4,Brainstorming
R05409,Devin,Weekly,54.9,4,Workflow automation
R05409,Notion AI,Several times a week,63.2,4,Debugging
R05409,v0 by Vercel,Several times a week,27.1,5,Translation
R05410,Hugging Face Models,Monthly,1.7,5,Writing & docs
R05410,Stable Diffusion,Several times a week,45.9,4,Workflow automation
R05410,Claude,Several times a week,62.7,3,Debugging
R05410,LLaMA / Open-source LLMs,Daily,60.3,5,Translation
R05410,Gemini,Several times a week,15.4,2,Data analysis
R05411,Custom In-house AI,Daily,21.2,2,Debugging
R05411,Tableau AI,Daily,33.6,2,Brainstorming
R05412,GitHub Copilot,Daily,-20.0,2,Research
R05412,Hugging Face Models,Daily,40.5,4,Research
R05412,Cursor,Daily,27.2,3,Debugging
R05412,Notion AI,Monthly,33.9,3,Workflow automation
R05412,Custom In-house AI,Monthly,40.8,4,Translation
R05412,Claude,Several times a week,24.4,4,Research
R05412,Stable Diffusion,Monthly,15.5,4,Workflow automation
R05412,Midjourney,Weekly,20.7,5,Translation
R05413,Stable Diffusion,Weekly,13.8,3,Data analysis
R05413,Jasper AI,Several times a week,17.8,3,Data analysis
R05413,Devin,Weekly,3.4,5,Brainstorming
R05413,AWS Bedrock,Weekly,17.2,4,Workflow automation
R05414,Devin,Daily,50.7,5,Data analysis
R05414,Stable Diffusion,Several times a week,13.9,5,Debugging
R05414,Custom In-house AI,Monthly,29.4,4,Debugging
R05414,Notion AI,Several times a week,49.8,4,Workflow automation
R05414,Perplexity,Daily,34.9,5,Brainstorming
R05415,ChatGPT,Daily,21.7,5,Writing & docs
R05415,Cursor,Daily,24.9,4,Debugging
R05415,Replit AI,Rarely,65.0,3,Debugging
R05415,Notion AI,Weekly,28.7,4,Code generation
R05415,Midjourney,Weekly,60.4,5,Data analysis
R05415,AWS Bedrock,Several times a week,14.8,4,Debugging
R05415,Claude,Weekly,21.3,3,Customer support automation
R05416,Jasper AI,Weekly,29.5,5,Code generation
R05416,LLaMA / Open-source LLMs,Rarely,18.8,4,Code generation
R05416,Notion AI,Daily,10.6,4,Workflow automation
R05416,Replit AI,Several times a week,-5.1,5,Code generation
R05416,Midjourney,Monthly,15.9,5,Image generation
R05416,Devin,Monthly,34.2,3,Customer support automation
R05417,Perplexity,Weekly,26.2,1,Customer support automation
R05417,Google Vertex AI,Monthly,28.8,5,Writing & docs
R05418,Perplexity,Daily,44.3,3,Writing & docs
R05418,Devin,Weekly,20.9,3,Debugging
R05418,ChatGPT,Several times a week,24.8,4,Image generation
R05418,AWS Bedrock,Several times a week,64.9,4,Debugging
R05418,Midjourney,Weekly,16.9,3,Writing & docs
R05419,Jasper AI,Several times a week,36.6,4,Customer support automation
R05419,Devin,Monthly,26.5,4,Data analysis
R05419,ChatGPT,Daily,57.5,5,Translation
R05420,AWS Bedrock,Monthly,53.1,4,Translation
R05420,GitHub Copilot,Several times a week,44.7,3,Writing & docs
R05421,Jasper AI,Several times a week,32.0,4,Translation
R05421,Notion AI,Daily,38.1,4,Research
R05422,ChatGPT,Rarely,24.1,4,Image generation
R05422,GitHub Copilot,Weekly,59.5,5,Debugging
R05422,Midjourney,Several times a week,47.2,5,Code generation
R05422,Devin,Several times a week,17.3,4,Workflow automation
R05422,Custom In-house AI,Weekly,-7.3,1,Data analysis
R05423,Stable Diffusion,Several times a week,32.1,5,Brainstorming
R05423,Claude,Daily,12.9,3,Workflow automation
R05423,Google Vertex AI,Monthly,68.3,4,Writing & docs
R05423,Devin,Daily,4.6,5,Workflow automation
R05423,Notion AI,Weekly,67.9,4,Research
R05423,AWS Bedrock,Daily,0.1,5,Brainstorming
R05423,Perplexity,Monthly,7.6,5,Data analysis
R05423,Cursor,Rarely,29.4,1,Writing & docs
R05424,v0 by Vercel,Daily,16.3,5,Customer support automation
R05424,Replit AI,Daily,-2.8,3,Research
R05424,Cursor,Weekly,45.2,5,Data analysis
R05425,AWS Bedrock,Weekly,26.7,4,Workflow automation
R05425,Devin,Weekly,14.2,4,Workflow automation
R05425,v0 by Vercel,Monthly,29.9,4,Customer support automation
R05425,Custom In-house AI,Rarely,47.0,5,Brainstorming
R05426,Replit AI,Weekly,49.8,2,Research
R05426,Custom In-house AI,Monthly,46.4,4,Writing & docs
R05426,Notion AI,Several times a week,11.6,5,Writing & docs
R05426,v0 by Vercel,Monthly,52.6,5,Debugging
R05427,Claude,Rarely,15.7,4,Research
R05427,AWS Bedrock,Weekly,18.3,2,Research
R05427,Stable Diffusion,Daily,-9.0,5,Translation
R05427,Midjourney,Several times a week,2.0,5,Writing & docs
R05427,Google Vertex AI,Weekly,27.6,5,Research
R05427,Gemini,Several times a week,31.8,4,Research
R05427,Perplexity,Weekly,22.9,5,Brainstorming
R05428,Devin,Daily,35.1,4,Brainstorming
R05429,AWS Bedrock,Weekly,51.4,4,Writing & docs
R05429,Tableau AI,Daily,41.6,3,Writing & docs
R05429,Cursor,Weekly,5.9,4,Code generation
R05429,Azure OpenAI,Weekly,11.2,4,Customer support automation
R05429,Devin,Rarely,29.9,4,Image generation
R05429,Hugging Face Models,Weekly,50.7,4,Debugging
R05429,v0 by Vercel,Weekly,15.1,4,Image generation
R05429,Midjourney,Daily,33.0,5,Customer support automation
R05430,Notion AI,Several times a week,-11.9,5,Workflow automation
R05430,Perplexity,Several times a week,29.4,5,Writing & docs
R05430,Azure OpenAI,Daily,14.2,5,Brainstorming
R05430,Replit AI,Daily,-1.6,2,Data analysis
R05430,Custom In-house AI,Several times a week,20.8,5,Brainstorming
R05431,ChatGPT,Several times a week,39.7,3,Customer support automation
R05431,Midjourney,Several times a week,42.5,2,Data analysis
R05431,v0 by Vercel,Weekly,19.0,5,Research
R05431,Google Vertex AI,Several times a week,11.4,4,Brainstorming
R05432,Google Vertex AI,Daily,10.7,4,Brainstorming
R05432,Azure OpenAI,Rarely,44.7,5,Image generation
R05433,Tableau AI,Several times a week,13.2,3,Brainstorming
R05434,Stable Diffusion,Several times a week,8.3,4,Customer support automation
R05434,ChatGPT,Daily,49.6,4,Brainstorming
R05434,GitHub Copilot,Daily,18.2,4,Data analysis
R05435,Stable Diffusion,Monthly,29.6,5,Research
R05435,Claude,Weekly,-2.3,5,Brainstorming
R05435,Cursor,Monthly,16.6,4,Research
R05436,Replit AI,Weekly,56.5,4,Brainstorming
R05436,Google Vertex AI,Several times a week,30.5,3,Code generation
R05436,Custom In-house AI,Monthly,30.4,3,Customer support automation
R05436,AWS Bedrock,Weekly,4.4,5,Brainstorming
R05436,Stable Diffusion,Daily,15.8,4,Code generation
R05437,AWS Bedrock,Monthly,22.3,3,Research
R05438,Custom In-house AI,Several times a week,35.4,2,Writing & docs
R05438,Google Vertex AI,Daily,-9.7,5,Debugging
R05439,Custom In-house AI,Several times a week,17.5,5,Data analysis
R05439,Notion AI,Several times a week,-5.1,5,Workflow automation
R05439,Perplexity,Weekly,22.7,5,Image generation
R05439,v0 by Vercel,Monthly,16.8,5,Translation
R05439,Azure OpenAI,Weekly,1.3,2,Debugging
R05439,Midjourney,Several times a week,35.6,4,Workflow automation
R05440,Cursor,Rarely,39.4,2,Research
R05440,LLaMA / Open-source LLMs,Weekly,35.8,5,Debugging
R05440,Devin,Daily,34.5,3,Code generation
R05441,Devin,Weekly,6.5,3,Debugging
R05441,ChatGPT,Several times a week,57.4,5,Code generation
R05441,Notion AI,Weekly,61.4,3,Image generation
R05442,Replit AI,Several times a week,25.4,5,Customer support automation
R05442,Gemini,Weekly,33.7,5,Code generation
R05443,Notion AI,Monthly,35.5,5,Research
R05443,Perplexity,Rarely,42.3,4,Translation
R05443,Tableau AI,Daily,20.7,5,Debugging
R05443,v0 by Vercel,Daily,40.2,4,Research
R05444,Notion AI,Daily,33.9,4,Image generation
R05444,Replit AI,Monthly,49.8,4,Code generation
R05444,v0 by Vercel,Several times a week,25.8,2,Customer support automation
R05445,Custom In-house AI,Rarely,32.4,5,Image generation
R05445,v0 by Vercel,Several times a week,50.8,4,Image generation
R05445,Azure OpenAI,Several times a week,-5.3,1,Translation
R05446,Custom In-house AI,Monthly,40.1,2,Writing & docs
R05446,Gemini,Rarely,34.6,1,Data analysis
R05446,Jasper AI,Weekly,49.0,5,Code generation
R05446,LLaMA / Open-source LLMs,Rarely,80.0,5,Writing & docs
R05446,Devin,Daily,22.3,5,Brainstorming
R05447,Replit AI,Daily,20.2,2,Brainstorming
R05447,Gemini,Monthly,19.7,3,Brainstorming
R05447,Stable Diffusion,Weekly,41.0,4,Debugging
R05448,Hugging Face Models,Several times a week,38.4,3,Debugging
R05448,Stable Diffusion,Several times a week,29.6,4,Debugging
R05448,Azure OpenAI,Several times a week,51.2,5,Translation
R05448,LLaMA / Open-source LLMs,Daily,30.8,4,Writing & docs
R05448,Tableau AI,Daily,0.5,3,Translation
R05448,ChatGPT,Several times a week,24.9,5,Debugging
R05448,Gemini,Weekly,8.5,5,Workflow automation
R05448,Devin,Several times a week,31.3,5,Data analysis
R05449,GitHub Copilot,Daily,-2.9,4,Data analysis
R05449,Claude,Weekly,42.0,3,Workflow automation
R05449,Replit AI,Weekly,58.4,5,Translation
R05449,Gemini,Rarely,44.7,4,Translation
R05450,AWS Bedrock,Several times a week,37.9,4,Code generation
R05450,Tableau AI,Weekly,52.4,3,Research
R05451,Jasper AI,Several times a week,38.2,1,Translation
R05452,Perplexity,Weekly,32.5,5,Writing & docs
R05452,Azure OpenAI,Weekly,24.7,5,Debugging
R05452,Notion AI,Weekly,79.4,5,Data analysis
R05453,Hugging Face Models,Several times a week,61.8,5,Writing & docs
R05453,ChatGPT,Monthly,44.7,4,Image generation
R05453,Tableau AI,Several times a week,40.2,3,Brainstorming
R05453,Cursor,Several times a week,24.7,4,Customer support automation
R05453,Stable Diffusion,Daily,62.3,5,Workflow automation
R05453,Midjourney,Rarely,47.5,5,Research
R05453,v0 by Vercel,Several times a week,-0.4,5,Debugging
R05453,Gemini,Weekly,35.0,3,Research
R05454,Azure OpenAI,Weekly,-20.0,5,Writing & docs
R05454,LLaMA / Open-source LLMs,Several times a week,-2.0,4,Workflow automation
R05454,Notion AI,Weekly,50.1,2,Writing & docs
R05455,AWS Bedrock,Weekly,9.9,3,Data analysis
R05455,Gemini,Daily,6.0,4,Workflow automation
R05455,Hugging Face Models,Several times a week,16.6,5,Code generation
R05455,v0 by Vercel,Monthly,11.6,4,Image generation
R05455,GitHub Copilot,Weekly,72.3,3,Debugging
R05455,Cursor,Weekly,42.8,4,Debugging
R05455,Stable Diffusion,Several times a week,78.3,4,Brainstorming
R05456,Claude,Daily,16.2,5,Debugging
R05456,Jasper AI,Weekly,29.4,3,Writing & docs
R05457,GitHub Copilot,Several times a week,22.9,5,Code generation
R05457,ChatGPT,Weekly,13.8,4,Code generation
R05457,Notion AI,Daily,-14.3,4,Research
R05457,LLaMA / Open-source LLMs,Rarely,0.6,4,Workflow automation
R05458,Cursor,Monthly,50.3,4,Customer support automation
R05458,Tableau AI,Daily,-20.0,4,Code generation
R05458,v0 by Vercel,Weekly,41.9,4,Research
R05458,Replit AI,Weekly,22.5,5,Data analysis
R05458,Stable Diffusion,Rarely,11.8,2,Data analysis
R05459,Jasper AI,Weekly,36.8,4,Brainstorming
R05459,Custom In-house AI,Several times a week,38.0,4,Brainstorming
R05459,AWS Bedrock,Daily,62.2,5,Image generation
R05459,Google Vertex AI,Daily,44.2,1,Data analysis
R05459,Midjourney,Monthly,46.1,4,Code generation
R05459,Notion AI,Daily,26.9,3,Debugging
R05460,Claude,Daily,23.8,3,Brainstorming
R05460,Perplexity,Several times a week,37.0,3,Workflow automation
R05461,Tableau AI,Monthly,10.9,3,Workflow automation
R05461,Jasper AI,Weekly,27.5,5,Brainstorming
R05461,v0 by Vercel,Several times a week,37.7,4,Research
R05461,Hugging Face Models,Monthly,51.2,5,Data analysis
R05461,Azure OpenAI,Several times a week,24.8,4,Translation
R05462,AWS Bedrock,Weekly,10.2,3,Code generation
R05462,Tableau AI,Weekly,8.4,5,Workflow automation
R05462,Notion AI,Daily,44.6,4,Writing & docs
R05463,AWS Bedrock,Daily,10.1,5,Debugging
R05463,Tableau AI,Daily,-2.2,5,Debugging
R05463,Replit AI,Daily,51.2,5,Brainstorming
R05463,Claude,Rarely,55.5,4,Workflow automation
R05464,Jasper AI,Weekly,55.5,2,Writing & docs
R05465,GitHub Copilot,Weekly,-8.8,3,Data analysis
R05465,Jasper AI,Several times a week,43.1,5,Customer support automation
R05465,Custom In-house AI,Weekly,16.5,4,Writing & docs
R05465,Azure OpenAI,Several times a week,4.9,5,Brainstorming
R05465,LLaMA / Open-source LLMs,Several times a week,-12.4,3,Data analysis
R05465,Gemini,Weekly,23.7,4,Brainstorming
R05466,LLaMA / Open-source LLMs,Several times a week,32.2,3,Customer support automation
R05467,LLaMA / Open-source LLMs,Daily,37.5,4,Data analysis
R05468,Notion AI,Weekly,52.6,2,Image generation
R05468,GitHub Copilot,Weekly,25.7,5,Workflow automation
R05469,Midjourney,Several times a week,-5.2,3,Image generation
R05469,Devin,Several times a week,8.3,4,Code generation
R05469,Custom In-house AI,Several times a week,33.8,4,Customer support automation
R05469,Jasper AI,Rarely,-5.8,4,Writing & docs
R05470,Midjourney,Monthly,19.7,4,Code generation
R05470,ChatGPT,Rarely,47.8,5,Workflow automation
R05470,Cursor,Rarely,21.7,4,Image generation
R05470,Claude,Several times a week,1.7,4,Workflow automation
R05470,LLaMA / Open-source LLMs,Monthly,38.3,5,Brainstorming
R05471,Perplexity,Weekly,0.9,5,Writing & docs
R05471,Hugging Face Models,Monthly,25.6,5,Debugging
R05471,Devin,Daily,20.1,2,Code generation
R05471,Google Vertex AI,Daily,51.7,5,Brainstorming
R05472,Replit AI,Daily,50.0,1,Debugging
R05472,Perplexity,Rarely,11.8,5,Research
R05472,Jasper AI,Monthly,45.8,4,Debugging
R05472,Gemini,Rarely,38.8,5,Brainstorming
R05473,Gemini,Several times a week,38.8,4,Research
R05474,Hugging Face Models,Several times a week,9.6,4,Research
R05474,v0 by Vercel,Rarely,49.9,5,Customer support automation
R05474,Cursor,Weekly,7.0,5,Brainstorming
R05475,ChatGPT,Several times a week,14.0,5,Image generation
R05475,Gemini,Weekly,26.8,3,Translation
R05475,Hugging Face Models,Several times a week,34.8,4,Research
R05475,Jasper AI,Weekly,29.7,5,Translation
R05475,Tableau AI,Rarely,25.8,4,Research
R05475,LLaMA / Open-source LLMs,Weekly,-0.9,2,Research
R05476,Claude,Several times a week,7.7,5,Code generation
R05476,LLaMA / Open-source LLMs,Weekly,15.4,5,Data analysis
R05476,Hugging Face Models,Daily,-7.8,3,Customer support automation
R05476,GitHub Copilot,Daily,51.4,4,Code generation
R05476,Jasper AI,Monthly,32.0,4,Customer support automation
R05477,Perplexity,Daily,40.5,3,Research
R05477,v0 by Vercel,Rarely,17.8,5,Code generation
R05478,Notion AI,Weekly,20.7,5,Translation
R05478,Claude,Daily,-0.8,2,Research
R05478,Devin,Rarely,50.5,4,Image generation
R05478,ChatGPT,Daily,17.5,5,Research
R05478,Hugging Face Models,Several times a week,52.4,5,Workflow automation
R05479,AWS Bedrock,Weekly,44.5,5,Data analysis
R05479,Hugging Face Models,Daily,21.9,5,Data analysis
R05479,ChatGPT,Weekly,10.8,5,Data analysis
R05479,Custom In-house AI,Several times a week,38.3,4,Image generation
R05480,Notion AI,Several times a week,38.7,4,Brainstorming
R05480,Custom In-house AI,Rarely,27.1,4,Image generation
R05480,Jasper AI,Daily,51.0,4,Image generation
R05480,AWS Bedrock,Daily,2.6,3,Writing & docs
R05480,v0 by Vercel,Rarely,56.0,3,Debugging
R05480,Hugging Face Models,Several times a week,2.8,5,Research
R05480,Google Vertex AI,Weekly,66.8,4,Debugging
R05480,Devin,Several times a week,42.4,3,Brainstorming
R05481,Gemini,Several times a week,11.4,4,Brainstorming
R05481,AWS Bedrock,Daily,68.9,4,Customer support automation
R05481,ChatGPT,Several times a week,25.7,4,Workflow automation
R05481,Jasper AI,Weekly,30.5,5,Debugging
R05481,Hugging Face Models,Daily,32.3,5,Brainstorming
R05481,GitHub Copilot,Several times a week,53.3,3,Translation
R05482,Azure OpenAI,Several times a week,70.8,4,Customer support automation
R05482,Stable Diffusion,Daily,42.0,3,Brainstorming
R05482,Jasper AI,Daily,27.4,4,Workflow automation
R05483,Gemini,Several times a week,28.1,5,Translation
R05483,Midjourney,Weekly,33.0,3,Writing & docs
R05483,Cursor,Daily,45.0,5,Debugging
R05483,LLaMA / Open-source LLMs,Daily,23.7,4,Debugging
R05484,Notion AI,Daily,34.8,4,Data analysis
R05484,Tableau AI,Daily,15.8,2,Translation
R05484,Azure OpenAI,Weekly,54.7,5,Debugging
R05484,Custom In-house AI,Weekly,16.5,4,Translation
R05485,Stable Diffusion,Several times a week,11.3,4,Brainstorming
R05485,Devin,Daily,29.9,3,Translation
R05485,Tableau AI,Monthly,50.0,5,Brainstorming
R05486,Midjourney,Weekly,29.1,5,Brainstorming
R05486,Devin,Several times a week,50.3,4,Brainstorming
R05486,Stable Diffusion,Several times a week,56.0,5,Image generation
R05486,LLaMA / Open-source LLMs,Monthly,14.8,5,Image generation
R05487,Perplexity,Rarely,23.9,4,Translation
R05487,ChatGPT,Weekly,52.8,2,Code generation
R05487,Devin,Several times a week,14.5,5,Data analysis
R05487,Claude,Weekly,27.2,4,Translation
R05487,Hugging Face Models,Monthly,59.6,5,Code generation
R05488,Tableau AI,Rarely,28.0,3,Customer support automation
R05488,ChatGPT,Several times a week,57.6,3,Code generation
R05488,Devin,Daily,33.8,4,Workflow automation
R05488,Claude,Rarely,8.1,5,Writing & docs
R05489,LLaMA / Open-source LLMs,Several times a week,48.8,5,Customer support automation
R05489,Notion AI,Weekly,50.2,5,Customer support automation
R05490,Jasper AI,Several times a week,60.8,4,Research
R05490,Google Vertex AI,Monthly,30.1,4,Writing & docs
R05491,Google Vertex AI,Several times a week,15.8,5,Debugging
R05491,Devin,Daily,16.3,4,Customer support automation
R05491,Hugging Face Models,Daily,40.2,5,Code generation
R05491,Notion AI,Weekly,6.7,5,Translation
R05491,v0 by Vercel,Rarely,51.4,4,Translation
R05491,AWS Bedrock,Rarely,15.3,4,Brainstorming
R05492,Midjourney,Rarely,34.1,4,Research
R05492,Jasper AI,Several times a week,53.4,4,Translation
R05492,Hugging Face Models,Several times a week,-12.5,4,Brainstorming
R05492,Tableau AI,Weekly,37.9,4,Image generation
R05492,Google Vertex AI,Rarely,50.5,4,Image generation
R05493,Devin,Monthly,47.5,5,Brainstorming
R05493,Perplexity,Several times a week,22.6,4,Data analysis
R05493,Hugging Face Models,Several times a week,21.2,5,Brainstorming
R05493,Gemini,Rarely,11.7,4,Data analysis
R05493,Replit AI,Several times a week,56.2,5,Code generation
R05494,Cursor,Weekly,0.7,5,Translation
R05494,Notion AI,Weekly,38.8,5,Customer support automation
