respondent_id,survey_year,age,gender,country,education_level,job_role,industry,company_size,years_of_experience,remote_work_status
R07607,2025,33,Male,India,Master's,ML Engineer,Manufacturing,11-50,3,Hybrid
R07608,2026,27,Female,Singapore,High School,Software Engineer,Education,1001-5000,4,On-site
R07609,2026,44,Male,India,Master's,Data Scientist,Technology,1-10,5,Hybrid
R07610,2024,27,Male,Japan,PhD,Consultant,Technology,1-10,7,Fully Remote
R07611,2026,22,Male,Singapore,Master's,Full-Stack Developer,Healthcare,11-50,8,Hybrid
R07612,2024,37,Male,Nigeria,Self-taught / Bootcamp,ML Engineer,Consulting,1001-5000,0,Hybrid
R07613,2025,35,Male,Mexico,Self-taught / Bootcamp,ML Engineer,Education,5000+,4,Fully Remote
R07614,2025,27,Male,France,Master's,Student / Intern,Finance & Banking,5000+,5,Hybrid
R07615,2025,32,Male,India,Master's,Full-Stack Developer,Technology,201-1000,21,On-site
R07616,2024,35,Male,United States,Bachelor's,Data Analyst,E-commerce,1001-5000,3,Fully Remote
R07617,2024,33,Male,Canada,Master's,ML Engineer,Retail,201-1000,8,On-site
R07618,2025,35,Prefer not to say,United States,Bachelor's,Data Scientist,Technology,51-200,21,Fully Remote
R07619,2025,27,Male,Sweden,Master's,DevOps / MLOps Engineer,E-commerce,1001-5000,2,Fully Remote
R07620,2026,36,Male,Germany,PhD,Full-Stack Developer,Technology,201-1000,9,Hybrid
R07621,2025,32,Female,Mexico,Master's,Data Scientist,Finance & Banking,201-1000,4,Hybrid
R07622,2024,28,Male,Japan,High School,Data Scientist,Automotive,1-10,5,Fully Remote
R07623,2024,30,Male,UAE,Self-taught / Bootcamp,Software Engineer,Technology,11-50,4,On-site
R07624,2025,31,Male,Mexico,Master's,DevOps / MLOps Engineer,Technology,201-1000,4,Fully Remote
R07625,2025,20,Prefer not to say,United States,Bachelor's,Engineering Manager,Technology,51-200,35,On-site
R07626,2024,26,Prefer not to say,Netherlands,Master's,UX Designer,Media & Entertainment,201-1000,13,Fully Remote
R07627,2024,32,Female,India,Master's,Business Analyst,Technology,201-1000,15,Fully Remote
R07628,2024,21,Female,China,Bachelor's,Data Engineer,Healthcare,1001-5000,10,On-site
R07629,2024,27,Male,South Korea,Master's,Software Engineer,Automotive,11-50,2,Fully Remote
R07630,2025,51,Prefer not to say,United States,Bachelor's,ML Engineer,Technology,5000+,9,Hybrid
R07631,2026,22,Male,Indonesia,PhD,Data Scientist,Automotive,201-1000,15,Hybrid
R07632,2025,28,Male,India,Self-taught / Bootcamp,ML Engineer,Technology,51-200,4,Hybrid
R07633,2026,25,Male,United Kingdom,Bachelor's,Consultant,Technology,1-10,14,On-site
R07634,2024,31,Male,France,Self-taught / Bootcamp,Engineering Manager,Education,51-200,12,On-site
R07635,2025,25,Male,Sweden,Self-taught / Bootcamp,Data Scientist,Finance & Banking,1001-5000,27,Hybrid
R07636,2025,30,Male,Indonesia,Master's,Data Analyst,Technology,1001-5000,5,Hybrid
R07637,2025,26,Female,Brazil,High School,Software Engineer,Government,1001-5000,3,Hybrid
R07638,2025,40,Male,India,Master's,DevOps / MLOps Engineer,Healthcare,201-1000,5,Fully Remote
R07639,2025,32,Female,India,Master's,Software Engineer,Retail,201-1000,20,Hybrid
R07640,2025,23,Male,United Kingdom,Bachelor's,Software Engineer,Finance & Banking,201-1000,2,On-site
R07641,2024,38,Female,India,Bachelor's,Full-Stack Developer,Manufacturing,5000+,1,Fully Remote
R07642,2025,24,Male,Australia,Bachelor's,AI Ethics / Policy,Finance & Banking,5000+,7,Fully Remote
R07643,2025,19,Female,Canada,Bachelor's,ML Engineer,Technology,5000+,5,Fully Remote
R07644,2026,31,Male,Singapore,PhD,ML Engineer,Agriculture,11-50,7,Hybrid
R07645,2025,47,Male,United States,PhD,Data Analyst,Education,5000+,14,Fully Remote
R07646,2025,18,Female,United Kingdom,Master's,Business Analyst,Telecom,1001-5000,5,Hybrid
R07647,2025,21,Female,India,Master's,ML Engineer,Finance & Banking,201-1000,1,Fully Remote
R07648,2026,38,Male,Canada,Self-taught / Bootcamp,Data Analyst,Healthcare,201-1000,30,On-site
R07649,2026,26,Male,Germany,Self-taught / Bootcamp,Data Engineer,E-commerce,201-1000,3,Hybrid
R07650,2026,36,Male,Germany,PhD,ML Engineer,Education,201-1000,3,Hybrid
R07651,2025,25,Male,India,Master's,Data Scientist,Healthcare,201-1000,16,Fully Remote
R07652,2024,33,Non-binary,Netherlands,Master's,Engineering Manager,Finance & Banking,5000+,5,On-site
R07653,2025,45,Male,Germany,Self-taught / Bootcamp,Full-Stack Developer,Technology,201-1000,7,On-site
R07654,2025,22,Female,India,Self-taught / Bootcamp,Business Analyst,Education,51-200,10,On-site
R07655,2026,40,Female,Brazil,PhD,Data Scientist,Finance & Banking,51-200,15,Fully Remote
R07656,2024,37,Male,Brazil,PhD,UX Designer,Healthcare,11-50,5,On-site
R07657,2025,20,Male,United States,Master's,Software Engineer,Technology,201-1000,21,Hybrid
R07658,2024,36,Male,India,Master's,ML Engineer,Finance & Banking,51-200,1,Fully Remote
R07659,2026,32,Female,India,Bachelor's,Data Analyst,E-commerce,201-1000,12,Fully Remote
R07660,2024,32,Male,India,Bachelor's,Engineering Manager,Consulting,5000+,4,Fully Remote
R07661,2025,34,Male,India,Master's,Student / Intern,Healthcare,5000+,19,On-site
R07662,2024,29,Male,India,PhD,Product Manager,Finance & Banking,51-200,8,Fully Remote
R07663,2024,32,Male,India,Master's,Consultant,E-commerce,51-200,4,On-site
R07664,2025,33,Male,Mexico,High School,Data Analyst,Technology,1-10,11,Fully Remote
R07665,2024,37,Male,India,Self-taught / Bootcamp,Data Scientist,Finance & Banking,51-200,13,Hybrid
R07666,2025,19,Male,United Kingdom,Master's,Software Engineer,Technology,201-1000,11,On-site
R07667,2026,42,Female,India,Self-taught / Bootcamp,Software Engineer,Finance & Banking,1001-5000,3,On-site
R07668,2026,22,Male,Spain,Master's,Full-Stack Developer,Healthcare,11-50,5,Hybrid
R07669,2024,38,Female,Canada,Bachelor's,Data Scientist,Technology,51-200,7,Fully Remote
R07670,2026,32,Female,France,Bachelor's,ML Engineer,Consulting,1-10,7,Fully Remote
R07671,2025,21,Female,Netherlands,Master's,Product Manager,Finance & Banking,1001-5000,12,On-site
R07672,2026,36,Male,India,Master's,Data Scientist,Finance & Banking,51-200,1,Fully Remote
R07673,2026,24,Male,Spain,Bachelor's,AI Researcher,Finance & Banking,201-1000,9,On-site
R07674,2024,40,Female,United States,Bachelor's,Data Scientist,Healthcare,201-1000,6,On-site
R07675,2025,26,Female,Germany,Bachelor's,DevOps / MLOps Engineer,Consulting,201-1000,4,Fully Remote
R07676,2024,20,Male,United States,PhD,Engineering Manager,Finance & Banking,1001-5000,4,Fully Remote
R07677,2026,44,Male,South Korea,Bachelor's,UX Designer,E-commerce,201-1000,6,Hybrid
R07678,2025,33,Female,United States,Master's,Data Scientist,E-commerce,51-200,0,Fully Remote
R07679,2025,38,Male,Brazil,Self-taught / Bootcamp,Product Manager,Finance & Banking,201-1000,4,Hybrid
R07680,2025,25,Female,United States,Master's,Data Scientist,Consulting,5000+,4,Fully Remote
R07681,2026,18,Prefer not to say,Germany,High School,Data Scientist,Education,201-1000,10,Hybrid
R07682,2026,45,Male,India,Bachelor's,Product Manager,Media & Entertainment,5000+,4,Hybrid
R07683,2025,31,Female,Poland,Bachelor's,Product Manager,Technology,1001-5000,6,Fully Remote
R07684,2025,35,Male,United States,Bachelor's,Data Scientist,Consulting,5000+,21,On-site
R07685,2026,37,Female,Australia,Bachelor's,Software Engineer,Finance & Banking,1001-5000,14,Fully Remote
R07686,2026,29,Male,Japan,Master's,Software Engineer,Technology,201-1000,13,On-site
R07687,2024,33,Male,Mexico,High School,Software Engineer,Manufacturing,5000+,5,Fully Remote
R07688,2024,44,Female,Mexico,Bachelor's,Software Engineer,Technology,1001-5000,10,Hybrid
R07689,2024,31,Male,Italy,Self-taught / Bootcamp,Data Engineer,Healthcare,51-200,6,On-site
R07690,2025,39,Non-binary,India,Master's,Software Engineer,Media & Entertainment,11-50,6,Fully Remote
R07691,2024,18,Male,India,Self-taught / Bootcamp,Software Engineer,Technology,201-1000,9,Hybrid
R07692,2025,40,Male,United Kingdom,High School,Data Scientist,Technology,201-1000,4,Fully Remote
R07693,2025,19,Male,Canada,High School,Full-Stack Developer,Manufacturing,51-200,21,Fully Remote
R07694,2025,40,Female,United Kingdom,PhD,DevOps / MLOps Engineer,Healthcare,1001-5000,6,Fully Remote
R07695,2025,35,Male,Netherlands,Master's,Software Engineer,Finance & Banking,11-50,11,On-site
R07696,2024,31,Female,United States,Self-taught / Bootcamp,Data Analyst,E-commerce,5000+,20,Hybrid
R07697,2026,31,Male,United States,PhD,Full-Stack Developer,Education,201-1000,15,Hybrid
R07698,2026,29,Male,Japan,Master's,Software Engineer,Healthcare,1001-5000,2,Fully Remote
R07699,2025,25,Female,Mexico,Master's,Data Analyst,Technology,5000+,10,Fully Remote
R07700,2026,30,Male,South Korea,PhD,Data Scientist,Manufacturing,51-200,13,Hybrid
R07701,2024,49,Male,United States,PhD,Engineering Manager,Technology,201-1000,13,Fully Remote
R07702,2026,42,Non-binary,Indonesia,Bachelor's,Software Engineer,Manufacturing,11-50,3,Hybrid
R07703,2024,25,Female,Canada,Master's,Software Engineer,Finance & Banking,1-10,4,Fully Remote
R07704,2025,34,Female,Netherlands,Master's,Product Manager,Technology,1-10,14,Hybrid
R07705,2024,32,Female,India,Self-taught / Bootcamp,AI Researcher,E-commerce,5000+,4,On-site
R07706,2025,30,Male,Brazil,Self-taught / Bootcamp,Data Analyst,Finance & Banking,1-10,5,On-site
R07707,2024,23,Female,India,Bachelor's,Engineering Manager,Finance & Banking,1001-5000,22,Hybrid
R07708,2025,35,Female,Italy,Self-taught / Bootcamp,Software Engineer,E-commerce,1-10,7,Hybrid
R07709,2025,38,Female,Germany,Self-taught / Bootcamp,Student / Intern,Finance & Banking,1001-5000,4,Hybrid
R07710,2026,25,Male,Singapore,Bachelor's,Full-Stack Developer,Finance & Banking,201-1000,3,Hybrid
R07711,2025,47,Non-binary,France,Master's,Engineering Manager,Government,51-200,9,Hybrid
R07712,2024,44,Female,United States,Master's,Software Engineer,Technology,1001-5000,2,On-site
R07713,2024,36,Male,Canada,Master's,Data Scientist,Healthcare,51-200,6,Fully Remote
R07714,2026,22,Male,Canada,Master's,Data Analyst,Finance & Banking,11-50,9,Hybrid
R07715,2025,35,Male,Japan,Bachelor's,Software Engineer,Finance & Banking,1001-5000,18,Hybrid
R07716,2025,34,Female,India,PhD,Data Scientist,Healthcare,201-1000,11,Fully Remote
R07717,2025,36,Prefer not to say,UAE,High School,Data Scientist,Retail,201-1000,4,Hybrid
R07718,2024,44,Male,France,Master's,ML Engineer,Manufacturing,1-10,16,Hybrid
R07719,2024,30,Prefer not to say,United States,Bachelor's,Software Engineer,Technology,201-1000,5,Hybrid
R07720,2025,48,Male,Japan,Master's,AI Ethics / Policy,Education,201-1000,3,Hybrid
R07721,2024,35,Male,Sweden,Master's,DevOps / MLOps Engineer,Technology,1001-5000,6,Hybrid
R07722,2024,29,Male,Japan,Self-taught / Bootcamp,Data Analyst,Energy,201-1000,20,Hybrid
R07723,2024,51,Male,United Kingdom,Self-taught / Bootcamp,Full-Stack Developer,Healthcare,5000+,8,Fully Remote
R07724,2024,38,Male,Brazil,Master's,Product Manager,Automotive,51-200,7,Hybrid
R07725,2024,28,Female,United States,Master's,Data Analyst,Manufacturing,1001-5000,23,Hybrid
R07726,2026,32,Male,France,Bachelor's,ML Engineer,Telecom,51-200,2,Hybrid
R07727,2025,37,Male,Canada,Master's,Engineering Manager,Technology,5000+,3,Hybrid
R07728,2026,30,Female,United States,Master's,DevOps / MLOps Engineer,Telecom,51-200,2,Hybrid
R07729,2024,33,Female,India,Bachelor's,Data Analyst,Technology,1001-5000,9,Hybrid
R07730,2024,25,Prefer not to say,India,Master's,Data Analyst,Agriculture,5000+,8,On-site
R07731,2026,18,Male,United Kingdom,High School,Full-Stack Developer,Finance & Banking,11-50,21,On-site
R07732,2025,32,Non-binary,India,Bachelor's,ML Engineer,Manufacturing,5000+,8,Fully Remote
R07733,2024,33,Male,Kenya,Self-taught / Bootcamp,Data Analyst,E-commerce,51-200,5,On-site
R07734,2025,36,Male,Japan,Bachelor's,Data Scientist,E-commerce,201-1000,7,Hybrid
R07735,2025,27,Prefer not to say,Netherlands,Master's,Data Scientist,Healthcare,201-1000,8,Fully Remote
R07736,2026,21,Male,United Kingdom,PhD,AI Researcher,Healthcare,201-1000,2,Fully Remote
R07737,2024,24,Female,United States,Self-taught / Bootcamp,Software Engineer,Finance & Banking,1001-5000,35,On-site
R07738,2025,40,Female,India,Master's,Business Analyst,Education,5000+,10,On-site
R07739,2025,26,Male,Singapore,Bachelor's,Student / Intern,Legal,51-200,8,On-site
R07740,2026,28,Female,France,Self-taught / Bootcamp,Data Engineer,Manufacturing,11-50,11,On-site
R07741,2026,29,Male,Canada,PhD,Data Analyst,Government,11-50,12,Fully Remote
R07742,2024,27,Male,India,Master's,Software Engineer,Manufacturing,1001-5000,6,Fully Remote
R07743,2025,26,Female,United States,Bachelor's,Product Manager,E-commerce,201-1000,4,On-site
R07744,2026,25,Non-binary,South Korea,Bachelor's,Data Scientist,Consulting,11-50,11,Hybrid
R07745,2025,43,Male,United States,Bachelor's,Student / Intern,Finance & Banking,201-1000,9,Fully Remote
R07746,2026,37,Prefer not to say,United States,PhD,Student / Intern,Finance & Banking,5000+,4,Fully Remote
R07747,2026,41,Male,India,Bachelor's,Engineering Manager,Healthcare,201-1000,19,Fully Remote
R07748,2024,43,Male,Brazil,Bachelor's,DevOps / MLOps Engineer,Education,5000+,9,Fully Remote
R07749,2024,18,Female,China,Bachelor's,AI Researcher,Technology,11-50,12,Hybrid
R07750,2026,34,Male,United States,Master's,Business Analyst,Telecom,5000+,19,Fully Remote
R07751,2024,27,Non-binary,Germany,Bachelor's,Software Engineer,Finance & Banking,201-1000,7,Fully Remote
R07752,2024,40,Female,France,Self-taught / Bootcamp,Data Engineer,Education,201-1000,9,Hybrid
R07753,2025,26,Female,Nigeria,Bachelor's,Data Scientist,Technology,11-50,13,On-site
R07754,2026,23,Female,Japan,Self-taught / Bootcamp,Full-Stack Developer,Healthcare,201-1000,4,Hybrid
R07755,2024,20,Female,Nigeria,Self-taught / Bootcamp,Data Engineer,Technology,201-1000,7,Fully Remote
R07756,2025,29,Female,Canada,PhD,ML Engineer,Technology,11-50,8,Hybrid
R07757,2024,39,Male,Germany,High School,Data Analyst,Consulting,51-200,3,Hybrid
R07758,2024,34,Non-binary,France,Bachelor's,UX Designer,Healthcare,5000+,35,Fully Remote
R07759,2025,22,Male,Poland,Bachelor's,Consultant,Consulting,1-10,2,Fully Remote
R07760,2024,49,Male,Brazil,Master's,Data Engineer,Finance & Banking,201-1000,2,Hybrid
R07761,2026,37,Male,France,Bachelor's,AI Ethics / Policy,Manufacturing,1001-5000,18,On-site
R07762,2026,38,Prefer not to say,India,Bachelor's,AI Ethics / Policy,Technology,5000+,12,Fully Remote
R07763,2026,42,Male,Brazil,Bachelor's,Student / Intern,Technology,1001-5000,3,Hybrid
R07764,2024,18,Male,France,Bachelor's,Data Analyst,E-commerce,1-10,11,Hybrid
R07765,2025,24,Male,Singapore,Bachelor's,Software Engineer,Healthcare,1001-5000,20,Hybrid
R07766,2024,38,Male,Brazil,Bachelor's,DevOps / MLOps Engineer,Technology,1001-5000,7,On-site
R07767,2024,25,Male,India,Bachelor's,ML Engineer,Energy,201-1000,35,Hybrid
R07768,2025,29,Female,Brazil,PhD,Product Manager,Finance & Banking,51-200,2,On-site
R07769,2025,31,Male,India,Bachelor's,Product Manager,Healthcare,201-1000,12,Fully Remote
R07770,2024,21,Female,United States,PhD,Full-Stack Developer,Finance & Banking,5000+,16,Fully Remote
R07771,2024,29,Male,Nigeria,Master's,Software Engineer,Legal,5000+,13,On-site
R07772,2026,39,Male,United States,PhD,Product Manager,Finance & Banking,51-200,6,Fully Remote
R07773,2025,37,Female,France,Master's,Engineering Manager,Finance & Banking,1-10,6,On-site
R07774,2026,40,Male,China,Self-taught / Bootcamp,Data Analyst,Retail,1001-5000,10,Fully Remote
R07775,2026,40,Male,United States,Bachelor's,Product Manager,Technology,201-1000,13,On-site
R07776,2025,35,Prefer not to say,India,PhD,Full-Stack Developer,Retail,1001-5000,11,Fully Remote
R07777,2024,34,Male,Singapore,Bachelor's,ML Engineer,Education,5000+,15,Fully Remote
R07778,2026,34,Male,United States,Self-taught / Bootcamp,Data Scientist,Finance & Banking,5000+,3,Hybrid
R07779,2024,26,Male,Kenya,High School,Business Analyst,Finance & Banking,5000+,6,Fully Remote
R07780,2024,23,Male,United States,Master's,Software Engineer,Media & Entertainment,51-200,3,Fully Remote
R07781,2026,26,Male,Mexico,Master's,Software Engineer,Technology,5000+,5,On-site
R07782,2025,29,Female,United States,Master's,AI Ethics / Policy,Media & Entertainment,5000+,15,Hybrid
R07783,2024,26,Male,Indonesia,Master's,Data Analyst,Finance & Banking,1-10,7,Fully Remote
R07784,2025,35,Male,UAE,Master's,Consultant,Consulting,201-1000,35,Hybrid
R07785,2025,33,Female,Canada,Self-taught / Bootcamp,Data Scientist,Technology,51-200,8,On-site
R07786,2024,34,Male,South Korea,Bachelor's,Software Engineer,Finance & Banking,5000+,7,Fully Remote
R07787,2024,34,Male,United States,Bachelor's,Business Analyst,Healthcare,11-50,7,On-site
R07788,2024,41,Female,United States,PhD,Data Scientist,Energy,1001-5000,4,On-site
R07789,2025,31,Male,United Kingdom,Bachelor's,Software Engineer,Finance & Banking,201-1000,7,Fully Remote
R07790,2026,40,Male,Canada,Self-taught / Bootcamp,Data Engineer,Telecom,5000+,16,On-site
R07791,2025,36,Female,UAE,Master's,Full-Stack Developer,Technology,201-1000,8,Hybrid
R07792,2025,41,Prefer not to say,Canada,Bachelor's,Software Engineer,Technology,1-10,4,On-site
R07793,2024,44,Male,Australia,High School,Software Engineer,Technology,5000+,3,On-site
R07794,2024,36,Female,Japan,PhD,AI Researcher,Education,1001-5000,5,Hybrid
R07795,2024,32,Male,Mexico,Self-taught / Bootcamp,Full-Stack Developer,Healthcare,1001-5000,7,Fully Remote
R07796,2024,32,Male,South Korea,Bachelor's,ML Engineer,Telecom,1001-5000,17,Hybrid
R07797,2024,28,Male,Italy,Bachelor's,AI Researcher,E-commerce,5000+,2,Fully Remote
R07798,2025,27,Male,United States,Self-taught / Bootcamp,Data Scientist,Telecom,1001-5000,5,Fully Remote
R07799,2024,39,Male,India,Master's,Data Analyst,Finance & Banking,51-200,8,Fully Remote
R07800,2026,24,Prefer not to say,Indonesia,Bachelor's,ML Engineer,Automotive,5000+,2,Hybrid
R07801,2026,44,Non-binary,South Korea,Master's,Software Engineer,Manufacturing,11-50,4,Hybrid
R07802,2025,30,Female,India,Self-taught / Bootcamp,Software Engineer,E-commerce,201-1000,4,Hybrid
R07803,2024,54,Male,Italy,Master's,Full-Stack Developer,Education,201-1000,4,Hybrid
R07804,2026,26,Male,UAE,Master's,Software Engineer,Retail,1-10,8,Fully Remote
R07805,2026,34,Female,United States,Bachelor's,DevOps / MLOps Engineer,Finance & Banking,11-50,6,Fully Remote
R07806,2024,29,Male,Nigeria,Master's,AI Researcher,Finance & Banking,11-50,5,Fully Remote
R07807,2025,25,Male,South Korea,Bachelor's,Full-Stack Developer,Finance & Banking,5000+,9,Hybrid
R07808,2026,40,Male,India,Master's,Software Engineer,Agriculture,1001-5000,24,Hybrid
R07809,2025,23,Male,Australia,Master's,Student / Intern,Finance & Banking,11-50,23,Hybrid
R07810,2024,26,Male,Spain,Master's,Software Engineer,Energy,1001-5000,1,On-site
R07811,2025,36,Prefer not to say,Australia,Bachelor's,Product Manager,Technology,201-1000,11,Hybrid
R07812,2025,37,Male,Nigeria,Master's,DevOps / MLOps Engineer,Healthcare,11-50,6,Fully Remote
R07813,2025,20,Male,United States,Master's,AI Researcher,Education,201-1000,8,Hybrid
R07814,2026,36,Prefer not to say,Netherlands,Master's,Data Engineer,Agriculture,201-1000,5,Hybrid
R07815,2025,33,Male,India,Bachelor's,Data Scientist,Manufacturing,1001-5000,8,Hybrid
R07816,2024,24,Female,United States,Master's,Product Manager,Technology,5000+,8,Fully Remote
R07817,2025,25,Male,Brazil,Master's,AI Researcher,Government,1001-5000,4,On-site
R07818,2025,18,Male,Singapore,PhD,Data Analyst,Manufacturing,201-1000,3,Fully Remote
